doi,name,description,keywords,license,temporalCoverage,spatialCoverage,supplement_to,license_name,topic
doi:10.1594/PANGAEA.87330,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.854640,True,True,False,True,True,True,True,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.706066,True,True,False,True,True,True,True,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.811730,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.892347,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.71219,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.873318,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.849179,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.825555,True,True,False,True,True,True,False,Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.777836,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.762136,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.206938,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.891131,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.909299,True,True,True,True,False,True,False,Creative Commons Attribution-NonCommercial 4.0 International,Land Surface
doi:10.1594/PANGAEA.888895,True,False,True,True,False,True,False,Licensing unknown: Please contact principal investigator/authors to gain access and request licensing terms,Land Surface
doi:10.1594/PANGAEA.64399,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.615936,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.669559,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.804612,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.726265,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.693979,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.271547,True,False,True,True,True,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.271544,True,False,True,True,True,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.889778,True,False,False,True,True,True,False,Creative Commons Attribution 4.0 International,Land Surface
doi:10.1594/PANGAEA.886276,True,False,False,True,True,True,False,Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.690521,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.830064,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.917709,True,False,True,True,False,True,False,Creative Commons Attribution 4.0 International,Land Surface
doi:10.1594/PANGAEA.880011,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.928467,True,False,True,True,True,True,False,Creative Commons Attribution 4.0 International,Land Surface
doi:10.1594/PANGAEA.738131,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.735535,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.886284,True,False,False,True,False,True,False,Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.971252,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Land Surface
doi:10.1594/PANGAEA.972216,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Land Surface
doi:10.1594/PANGAEA.104873,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.868791,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.957441,True,False,True,True,False,True,False,Creative Commons Attribution 4.0 International,Land Surface
doi:10.1594/PANGAEA.905463,True,False,False,True,False,True,False,Creative Commons Attribution 4.0 International,Land Surface
doi:10.1594/PANGAEA.757370,True,True,False,True,True,True,True,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.472211,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.818173,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.907287,True,False,False,True,True,True,False,Creative Commons Attribution-NonCommercial 4.0 International,Land Surface
doi:10.1594/PANGAEA.907231,True,False,False,True,True,True,False,Creative Commons Attribution-NonCommercial 4.0 International,Land Surface
doi:10.1594/PANGAEA.907391,True,False,True,True,False,True,False,Creative Commons Attribution 4.0 International,Land Surface
doi:10.1594/PANGAEA.754852,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.945766,True,False,True,True,False,True,False,Creative Commons Attribution 4.0 International,Land Surface
doi:10.1594/PANGAEA.137051,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.90056,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.892567,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.929856,True,True,True,True,False,True,False,Creative Commons Attribution 4.0 International,Land Surface
doi:10.1594/PANGAEA.992526,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Land Surface
doi:10.1594/PANGAEA.899382,True,True,True,True,False,True,True,Creative Commons Attribution 4.0 International,Land Surface
doi:10.1594/PANGAEA.728860,True,True,False,True,False,True,True,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.890543,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.902221,True,True,False,True,False,True,False,Creative Commons Attribution-NoDerivs 4.0 International,Land Surface
doi:10.1594/PANGAEA.901531,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Land Surface
doi:10.1594/PANGAEA.901641,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Land Surface
doi:10.1594/PANGAEA.757068,True,True,False,True,True,True,True,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.831576,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.818446,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.732363,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.81338,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.727696,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.854003,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.898317,True,False,True,True,False,True,False,Creative Commons Attribution 4.0 International,Land Surface
doi:10.1594/PANGAEA.704568,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.819656,True,True,False,True,True,True,True,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.828674,True,True,False,True,True,True,True,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.878066,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.889758,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.888018,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.759689,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.130968,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.775915,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.854411,True,True,False,True,True,True,True,Creative Commons Attribution 3.0 Unported,Land Surface
doi:10.1594/PANGAEA.804023,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.227699,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.881696,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.886451,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.971590,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Lithosphere
doi:10.1594/PANGAEA.899459,True,True,True,True,False,True,True,Creative Commons Attribution 4.0 International,Lithosphere
doi:10.1594/PANGAEA.919774,True,True,True,True,False,True,False,Creative Commons Attribution-NonCommercial 4.0 International,Lithosphere
doi:10.1594/PANGAEA.80796,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.90661,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.94681,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.832530,True,True,False,True,True,True,True,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.885462,True,False,False,True,True,True,False,Licensing unknown: Please contact principal investigator/authors to gain access and request licensing terms,Lithosphere
doi:10.1594/PANGAEA.932519,True,True,True,True,False,False,False,Creative Commons Attribution 4.0 International,Lithosphere
doi:10.1594/PANGAEA.935707,True,True,True,True,False,True,False,Creative Commons Attribution 4.0 International,Lithosphere
doi:10.1594/PANGAEA.93450,True,False,True,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.820745,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.183903,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.545169,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.121939,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.104766,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.227255,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.66391,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.886238,True,True,False,True,True,True,True,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.832596,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.91989,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.860478,True,True,False,True,True,True,False,Creative Commons Attribution 4.0 International,Lithosphere
doi:10.1594/PANGAEA.785493,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.880613,True,True,False,True,True,True,True,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.397120,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.686298,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.141319,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.97113,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.77317,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.741150,True,False,False,True,True,True,False,Creative Commons Attribution-NonCommercial 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.956139,True,True,False,True,True,True,False,Creative Commons Attribution 4.0 International,Lithosphere
doi:10.1594/PANGAEA.939669,True,True,True,True,False,True,False,Creative Commons Attribution 4.0 International,Lithosphere
doi:10.1594/PANGAEA.904131,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Lithosphere
doi:10.1594/PANGAEA.59434,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.103804,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.59422,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.869418,True,True,False,True,True,True,True,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.784760,True,False,False,True,True,True,False,Licensing unknown: Please contact principal investigator/authors to gain access and request licensing terms,Lithosphere
doi:10.1594/PANGAEA.68758,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.737543,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.99323,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.924209,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Lithosphere
doi:10.1594/PANGAEA.819506,True,False,False,True,True,True,False,Licensing unknown: Please contact principal investigator/authors to gain access and request licensing terms,Lithosphere
doi:10.1594/PANGAEA.971531,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Lithosphere
doi:10.1594/PANGAEA.924538,True,True,False,True,True,True,False,Creative Commons Attribution 4.0 International,Lithosphere
doi:10.1594/PANGAEA.144342,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.769741,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.741531,True,False,False,True,True,True,False,Creative Commons Attribution-NonCommercial 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.993562,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Lithosphere
doi:10.1594/PANGAEA.626218,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.858898,True,False,False,True,True,True,False,Creative Commons Attribution 4.0 International,Lithosphere
doi:10.1594/PANGAEA.602471,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.97111,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.183795,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.95843,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.921794,True,True,True,True,False,False,False,Creative Commons Attribution 4.0 International,Lithosphere
doi:10.1594/PANGAEA.81178,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.887804,True,True,False,True,False,False,True,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.831374,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.78088,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.144347,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.626586,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.548227,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.902166,True,True,True,True,False,True,False,Creative Commons Attribution 4.0 International,Lithosphere
doi:10.1594/PANGAEA.819543,True,True,False,True,True,True,True,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.915849,True,True,True,True,False,False,False,Creative Commons Attribution 4.0 International,Lithosphere
doi:10.1594/PANGAEA.602395,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.840939,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.92882,True,False,True,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.82309,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.106396,True,False,True,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.52961,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.788932,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.141562,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.704556,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.67995,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.94708,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.59556,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.143701,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.847666,True,True,False,True,True,True,True,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.633582,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.887021,True,False,False,True,True,True,False,Creative Commons Attribution-NonCommercial 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.741167,True,False,False,True,True,True,False,Creative Commons Attribution-NonCommercial 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.854441,True,True,False,True,False,True,True,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.144331,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.67660,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.67624,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.741532,True,False,False,True,True,True,False,Creative Commons Attribution-NonCommercial 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.536200,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.829778,True,True,False,True,False,True,True,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.918663,True,True,True,True,False,False,False,Creative Commons Attribution 4.0 International,Lithosphere
doi:10.1594/PANGAEA.136532,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.961647,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Lithosphere
doi:10.1594/PANGAEA.394425,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.183784,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.97109,True,False,True,True,True,True,False,Creative Commons Attribution 3.0 Unported,Lithosphere
doi:10.1594/PANGAEA.659035,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.755708,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.108745,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.110091,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.858898,True,False,False,True,True,True,False,Creative Commons Attribution 4.0 International,Oceans
doi:10.1594/PANGAEA.120482,True,False,False,False,True,True,False,,Oceans
doi:10.1594/PANGAEA.108663,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.139184,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.77610,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.89755,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.108778,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.108772,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.784362,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.761132,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.103008,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.82032,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.875618,True,False,False,True,True,False,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.184588,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.110225,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.109672,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.184700,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.101454,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.778966,True,False,False,True,False,False,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.354373,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.89619,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.89616,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.846777,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.108608,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.120584,True,False,False,False,True,True,False,,Oceans
doi:10.1594/PANGAEA.109850,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.110036,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.89709,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.755923,True,True,False,True,True,True,True,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.825626,True,False,False,True,False,False,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.128888,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.114684,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.114688,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.354363,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.139209,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.87789,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.890700,True,False,True,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.122041,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.122036,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.186510,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.186502,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.120410,True,False,False,False,True,True,False,,Oceans
doi:10.1594/PANGAEA.626536,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.890897,True,False,True,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.626477,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.761728,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.762373,True,False,False,True,True,True,False,Creative Commons Attribution-NonCommercial 3.0 Unported,Oceans
doi:10.1594/PANGAEA.140422,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.969010,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Oceans
doi:10.1594/PANGAEA.103043,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.626534,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.125055,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.92860,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.354516,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.354511,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.108836,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.973712,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Oceans
doi:10.1594/PANGAEA.138460,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.139951,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.982660,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Oceans
doi:10.1594/PANGAEA.888068,True,False,True,True,True,True,False,Licensing unknown: Please contact principal investigator/authors to gain access and request licensing terms,Oceans
doi:10.1594/PANGAEA.688537,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
doi:10.1594/PANGAEA.688533,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Oceans
