Site,Country,Province,Lab label,Comm,Dating meth,Age dated,Age dated std dev,Age dated_2,Age dated std dev_2,Reference,Cal age max,Cal age min
Liang Banteng,Indonesia,Kalimantan Timur,LBT2.3,No_c14,U-series,17.5,10.0,,,"Aubert, M., Setiawan, P., Oktaviana, A.A. et al. Palaeolithic cave art in Borneo. Nature 564, 254–257 (2018). https://doi.org/10.1038/s41586-018-0679-9",,
Liang Jon,Indonesia,Kalimantan Timur,CF4,Uncalibrated,Radiocarbon age,10.26,,,,"Chazine, J.-M., & Ferrie, J.-G. (2008). Recent archaeological discoveries in East Kalimantan, Indonesia. Bulletin of the Indo-Pacific Prehistory Association, 28(0). https://doi.org/10.7152/bippa.v28i0.12011",12.0,11.831
Liang Jon,Indonesia,Kalimantan Timur,CF3,Uncalibrated,Radiocarbon age,5.634,,,,"Chazine, J.-M., & Ferrie, J.-G. (2008). Recent archaeological discoveries in East Kalimantan, Indonesia. Bulletin of the Indo-Pacific Prehistory Association, 28(0). https://doi.org/10.7152/bippa.v28i0.12011",6.482,6.346
Liang Jon,Indonesia,Kalimantan Timur,CF2,Uncalibrated,Radiocarbon age,5.539,,,,"Chazine, J.-M., & Ferrie, J.-G. (2008). Recent archaeological discoveries in East Kalimantan, Indonesia. Bulletin of the Indo-Pacific Prehistory Association, 28(0). https://doi.org/10.7152/bippa.v28i0.12011",6.393,6.294
Liang Jon,Indonesia,Kalimantan Timur,CF5,Uncalibrated,Radiocarbon age,2.8,,,,"Chazine, J.-M., & Ferrie, J.-G. (2008). Recent archaeological discoveries in East Kalimantan, Indonesia. Bulletin of the Indo-Pacific Prehistory Association, 28(0). https://doi.org/10.7152/bippa.v28i0.12011",2.946,2.86
Liang Jon,Indonesia,Kalimantan Timur,CF1,Uncalibrated,Radiocarbon age,2.544,,,,"Chazine, J.-M., & Ferrie, J.-G. (2008). Recent archaeological discoveries in East Kalimantan, Indonesia. Bulletin of the Indo-Pacific Prehistory Association, 28(0). https://doi.org/10.7152/bippa.v28i0.12011",2.736,2.547
Liang Jon,Indonesia,Kalimantan Timur,D-AMS035624,Calibrated,Radiocarbon age,,,13.844,45.0,"Maloney, T. R., Dilkes-Hall, I. E., Setiawan, P., Oktaviana, A. A., Geria, I. M., Effendy, M., Ririmasse, M., Febryanto, Sriputri, E., Priyatno, A., Atmoko, F. T., Moffat, I., Brumm, A., & Aubert, M. (2022). A late pleistocene to holocene archaeological record from East Kalimantan, borneo. Quaternary Science Reviews, 277. https://doi.org/10.1016/j.quascirev.2021.107313",16.997,16.619
Liang Jon,Indonesia,Kalimantan Timur,D-AMS035624-35-23,Calibrated,Radiocarbon age,,,13.844,45.0,"Maloney, T. R., Dilkes-Hall, I. E., Setiawan, P., Oktaviana, A. A., Geria, I. M., Effendy, M., Ririmasse, M., Febryanto, Sriputri, E., Priyatno, A., Atmoko, F. T., Moffat, I., Brumm, A., & Aubert, M. (2022). A late pleistocene to holocene archaeological record from East Kalimantan, borneo. Quaternary Science Reviews, 277. https://doi.org/10.1016/j.quascirev.2021.107313",16.997,16.619
Liang Jon,Indonesia,Kalimantan Timur,D-AMS035635,Calibrated,Radiocarbon age,,,13.699,67.0,"Maloney, T. R., Dilkes-Hall, I. E., Setiawan, P., Oktaviana, A. A., Geria, I. M., Effendy, M., Ririmasse, M., Febryanto, Sriputri, E., Priyatno, A., Atmoko, F. T., Moffat, I., Brumm, A., & Aubert, M. (2022). A late pleistocene to holocene archaeological record from East Kalimantan, borneo. Quaternary Science Reviews, 277. https://doi.org/10.1016/j.quascirev.2021.107313",16.86,16.338
Liang Jon,Indonesia,Kalimantan Timur,"Chazine and Ferrie 2008:16, 20e21",Calibrated,Radiocarbon age,,,10.26,60.0,"Maloney, T. R., Dilkes-Hall, I. E., Setiawan, P., Oktaviana, A. A., Geria, I. M., Effendy, M., Ririmasse, M., Febryanto, Sriputri, E., Priyatno, A., Atmoko, F. T., Moffat, I., Brumm, A., & Aubert, M. (2022). A late pleistocene to holocene archaeological record from East Kalimantan, borneo. Quaternary Science Reviews, 277. https://doi.org/10.1016/j.quascirev.2021.107313",12.458,11.754
Liang Jon,Indonesia,Kalimantan Timur,SacA 13859,Calibrated,Radiocarbon age,,,10.26,60.0,"Grenet, M., Sarel, J., Fauzy, R., Oktaviana, A. A., Sugiyanto, B., Chazine, J. M., & Ricaut, F. X. (2016). New insights on the late Pleistocene–Holocene lithic industry in East Kalimantan (Borneo): The contribution of three rock shelter sites in the karstic area of the Mangkalihat peninsula. Quaternary International, 416, 126–150. https://doi.org/10.1016/j.quaint.2015.11.044",12.458,11.754
Liang Jon,Indonesia,Kalimantan Timur,D-AMS035622-1-0,Calibrated,Radiocarbon age,,,10.084,39.0,"Maloney, T. R., Dilkes-Hall, I. E., Setiawan, P., Oktaviana, A. A., Geria, I. M., Effendy, M., Ririmasse, M., Febryanto, Sriputri, E., Priyatno, A., Atmoko, F. T., Moffat, I., Brumm, A., & Aubert, M. (2022). A late pleistocene to holocene archaeological record from East Kalimantan, borneo. Quaternary Science Reviews, 277. https://doi.org/10.1016/j.quascirev.2021.107313",11.818,11.401
Liang Jon,Indonesia,Kalimantan Timur,D-AMS035628,Calibrated,Radiocarbon age,,,9.406,47.0,"Maloney, T. R., Dilkes-Hall, I. E., Setiawan, P., Oktaviana, A. A., Geria, I. M., Effendy, M., Ririmasse, M., Febryanto, Sriputri, E., Priyatno, A., Atmoko, F. T., Moffat, I., Brumm, A., & Aubert, M. (2022). A late pleistocene to holocene archaeological record from East Kalimantan, borneo. Quaternary Science Reviews, 277. https://doi.org/10.1016/j.quascirev.2021.107313",10.754,10.505
Liang Jon,Indonesia,Kalimantan Timur,D-AMS035630,Calibrated,Radiocarbon age,,,9.303,36.0,"Maloney, T. R., Dilkes-Hall, I. E., Setiawan, P., Oktaviana, A. A., Geria, I. M., Effendy, M., Ririmasse, M., Febryanto, Sriputri, E., Priyatno, A., Atmoko, F. T., Moffat, I., Brumm, A., & Aubert, M. (2022). A late pleistocene to holocene archaeological record from East Kalimantan, borneo. Quaternary Science Reviews, 277. https://doi.org/10.1016/j.quascirev.2021.107313",10.648,10.306
Liang Jon,Indonesia,Kalimantan Timur,D-AMS035214,Calibrated,Radiocarbon age,,,6.33,31.0,"Maloney, T. R., Dilkes-Hall, I. E., Setiawan, P., Oktaviana, A. A., Geria, I. M., Effendy, M., Ririmasse, M., Febryanto, Sriputri, E., Priyatno, A., Atmoko, F. T., Moffat, I., Brumm, A., & Aubert, M. (2022). A late pleistocene to holocene archaeological record from East Kalimantan, borneo. Quaternary Science Reviews, 277. https://doi.org/10.1016/j.quascirev.2021.107313",7.32,7.165
Liang Jon,Indonesia,Kalimantan Timur,"Chazine and Ferrie 2008:16, 20e21",Calibrated,Radiocarbon age,,,5.634,35.0,"Maloney, T. R., Dilkes-Hall, I. E., Setiawan, P., Oktaviana, A. A., Geria, I. M., Effendy, M., Ririmasse, M., Febryanto, Sriputri, E., Priyatno, A., Atmoko, F. T., Moffat, I., Brumm, A., & Aubert, M. (2022). A late pleistocene to holocene archaeological record from East Kalimantan, borneo. Quaternary Science Reviews, 277. https://doi.org/10.1016/j.quascirev.2021.107313",6.491,6.312
Liang Jon,Indonesia,Kalimantan Timur,"Chazine and Ferrie 2008:16, 20e21",Calibrated,Radiocarbon age,,,5.539,33.0,"Maloney, T. R., Dilkes-Hall, I. E., Setiawan, P., Oktaviana, A. A., Geria, I. M., Effendy, M., Ririmasse, M., Febryanto, Sriputri, E., Priyatno, A., Atmoko, F. T., Moffat, I., Brumm, A., & Aubert, M. (2022). A late pleistocene to holocene archaeological record from East Kalimantan, borneo. Quaternary Science Reviews, 277. https://doi.org/10.1016/j.quascirev.2021.107313",6.396,6.289
Liang Jon,Indonesia,Kalimantan Timur,SacA 13860,Calibrated,Radiocarbon age,,,4.07,35.0,"Grenet, M., Sarel, J., Fauzy, R., Oktaviana, A. A., Sugiyanto, B., Chazine, J. M., & Ricaut, F. X. (2016). New insights on the late Pleistocene–Holocene lithic industry in East Kalimantan (Borneo): The contribution of three rock shelter sites in the karstic area of the Mangkalihat peninsula. Quaternary International, 416, 126–150. https://doi.org/10.1016/j.quaint.2015.11.044",4.8,4.425
Liang Jon,Indonesia,Kalimantan Timur,SacA19314,Calibrated,Radiocarbon age,,,4.035,30.0,"Grenet, M., Sarel, J., Fauzy, R., Oktaviana, A. A., Sugiyanto, B., Chazine, J. M., & Ricaut, F. X. (2016). New insights on the late Pleistocene–Holocene lithic industry in East Kalimantan (Borneo): The contribution of three rock shelter sites in the karstic area of the Mangkalihat peninsula. Quaternary International, 416, 126–150. https://doi.org/10.1016/j.quaint.2015.11.044",4.609,4.417
Liang Jon,Indonesia,Kalimantan Timur,D-AMS044483,Calibrated,Radiocarbon age,,,3.76,21.0,"Maloney, T. R., Dilkes-Hall, I. E., Setiawan, P., Oktaviana, A. A., Geria, I. M., Effendy, M., Ririmasse, M., Febryanto, Sriputri, E., Priyatno, A., Atmoko, F. T., Moffat, I., Brumm, A., & Aubert, M. (2022). A late pleistocene to holocene archaeological record from East Kalimantan, borneo. Quaternary Science Reviews, 277. https://doi.org/10.1016/j.quascirev.2021.107313",4.231,3.997
Liang Jon,Indonesia,Kalimantan Timur,D-AMS044483,Calibrated,Radiocarbon age,,,3.76,21.0,"Maloney, T. R., Dilkes-Hall, I. E., Setiawan, P., Oktaviana, A. A., Geria, I. M., Effendy, M., Ririmasse, M., Febryanto, Sriputri, E., Priyatno, A., Atmoko, F. T., Moffat, I., Brumm, A., & Aubert, M. (2022). A late pleistocene to holocene archaeological record from East Kalimantan, borneo. Quaternary Science Reviews, 277. https://doi.org/10.1016/j.quascirev.2021.107313",4.231,3.997
Liang Jon,Indonesia,Kalimantan Timur,D-AMS044483,Calibrated,Radiocarbon age,,,3.76,21.0,"Maloney, T. R., Dilkes-Hall, I. E., Setiawan, P., Oktaviana, A. A., Geria, I. M., Effendy, M., Ririmasse, M., Febryanto, Sriputri, E., Priyatno, A., Atmoko, F. T., Moffat, I., Brumm, A., & Aubert, M. (2022). A late pleistocene to holocene archaeological record from East Kalimantan, borneo. Quaternary Science Reviews, 277. https://doi.org/10.1016/j.quascirev.2021.107313",4.231,3.997
Liang Jon,Indonesia,Kalimantan Timur,SacA-19317,Calibrated,Radiocarbon age,,,2.665,35.0,"Plutniak, S., Oktaviana, A. A., Sugiyanto, B., Chazine, J.-M., & Ricaut5, & F.-X. (2014). New Ceramic Data from East Kalimantan: The cord-marked and red-slipped sherds of Liang Abu’s layer 2 and Kalimantan’s pottery chronology. In Journal of Pacific Archaeology (Vol. 5, Issue 1).",2.849,2.74
Liang Jon,Indonesia,Kalimantan Timur,SacA 19317,Calibrated,Radiocarbon age,,,2.665,35.0,"Grenet, M., Sarel, J., Fauzy, R., Oktaviana, A. A., Sugiyanto, B., Chazine, J. M., & Ricaut, F. X. (2016). New insights on the late Pleistocene–Holocene lithic industry in East Kalimantan (Borneo): The contribution of three rock shelter sites in the karstic area of the Mangkalihat peninsula. Quaternary International, 416, 126–150. https://doi.org/10.1016/j.quaint.2015.11.044",2.849,2.74
Liang Jon,Indonesia,Kalimantan Timur,"Chazine and Ferrie 2008:16, 20e21",Calibrated,Radiocarbon age,,,2.544,30.0,"Maloney, T. R., Dilkes-Hall, I. E., Setiawan, P., Oktaviana, A. A., Geria, I. M., Effendy, M., Ririmasse, M., Febryanto, Sriputri, E., Priyatno, A., Atmoko, F. T., Moffat, I., Brumm, A., & Aubert, M. (2022). A late pleistocene to holocene archaeological record from East Kalimantan, borneo. Quaternary Science Reviews, 277. https://doi.org/10.1016/j.quascirev.2021.107313",2.747,2.498
Liang Jon,Indonesia,Kalimantan Timur,D-AMS035217,Calibrated,Radiocarbon age,,,0.093,25.0,"Maloney, T. R., Dilkes-Hall, I. E., Setiawan, P., Oktaviana, A. A., Geria, I. M., Effendy, M., Ririmasse, M., Febryanto, Sriputri, E., Priyatno, A., Atmoko, F. T., Moffat, I., Brumm, A., & Aubert, M. (2022). A late pleistocene to holocene archaeological record from East Kalimantan, borneo. Quaternary Science Reviews, 277. https://doi.org/10.1016/j.quascirev.2021.107313",0.259,0.03
Liang Pemalawan,Indonesia,Kalimantan Timur,BETA 353017,Uncalibrated,Radiocarbon age,0.72,,,,"Grenet, M., Sarel, J., Fauzy, R., Oktaviana, A. A., Sugiyanto, B., Chazine, J. M., & Ricaut, F. X. (2016). New insights on the late Pleistocene–Holocene lithic industry in East Kalimantan (Borneo): The contribution of three rock shelter sites in the karstic area of the Mangkalihat peninsula. Quaternary International, 416, 126–150. https://doi.org/10.1016/j.quaint.2015.11.044",0.675,0.662
Liang Sara,Indonesia,Kalimantan Timur,LSR2.3,No_c14,U-series,14.6,36.0,,,"Aubert, M., Setiawan, P., Oktaviana, A.A. et al. Palaeolithic cave art in Borneo. Nature 564, 254–257 (2018). https://doi.org/10.1038/s41586-018-0679-9",,
Liang Sara,Indonesia,Kalimantan Timur,LSR1.3,No_c14,U-series,13.6,27.0,,,"Aubert, M., Setiawan, P., Oktaviana, A.A. et al. Palaeolithic cave art in Borneo. Nature 564, 254–257 (2018). https://doi.org/10.1038/s41586-018-0679-9",,
Loagan Bunut,Malaysia,Sarawak,Beta211454,Uncalibrated,Radiocarbon age,9.869,50.0,,,"Hunt, C. O., & Premathilake, R. (2012). Early Holocene vegetation, human activity and climate from Sarawak, Malaysian Borneo. Quaternary International, 249, 105–119. https://doi.org/10.1016/j.quaint.2011.04.027",11.461,11.192
Loagan Bunut,Malaysia,Sarawak,UBA9464,Uncalibrated,Radiocarbon age,8.627,29.0,,,"Hunt, C. O., & Premathilake, R. (2012). Early Holocene vegetation, human activity and climate from Sarawak, Malaysian Borneo. Quaternary International, 249, 105–119. https://doi.org/10.1016/j.quaint.2011.04.027",9.678,9.535
Loagan Bunut,Malaysia,Sarawak,UBA9463,Uncalibrated,Radiocarbon age,8.099,25.0,,,"Hunt, C. O., & Premathilake, R. (2012). Early Holocene vegetation, human activity and climate from Sarawak, Malaysian Borneo. Quaternary International, 249, 105–119. https://doi.org/10.1016/j.quaint.2011.04.027",9.123,8.99
Loagan Bunut,Malaysia,Sarawak,UBA9459,Uncalibrated,Radiocarbon age,7.513,26.0,,,"Hunt, C. O., & Premathilake, R. (2012). Early Holocene vegetation, human activity and climate from Sarawak, Malaysian Borneo. Quaternary International, 249, 105–119. https://doi.org/10.1016/j.quaint.2011.04.027",8.388,8.207
Loagan Bunut,Malaysia,Sarawak,UBA9456,Uncalibrated,Radiocarbon age,6.545,26.0,,,"Hunt, C. O., & Premathilake, R. (2012). Early Holocene vegetation, human activity and climate from Sarawak, Malaysian Borneo. Quaternary International, 249, 105–119. https://doi.org/10.1016/j.quaint.2011.04.027",7.56,7.421
Loagan Bunut,Malaysia,Sarawak,UBA9454,Uncalibrated,Radiocarbon age,6.24,24.0,,,"Hunt, C. O., & Premathilake, R. (2012). Early Holocene vegetation, human activity and climate from Sarawak, Malaysian Borneo. Quaternary International, 249, 105–119. https://doi.org/10.1016/j.quaint.2011.04.027",7.254,7.02
Loagan Bunut,Malaysia,Sarawak,UBA9463,Calibrated,Radiocarbon age,,,8.099,25.0,"Hunt, C. O., & Premathilake, R. (2012). Early Holocene vegetation, human activity and climate from Sarawak, Malaysian Borneo. Quaternary International, 249, 105–119. https://doi.org/10.1016/j.quaint.2011.04.027",9.123,8.99
Lubang Angin,Malaysia,Sarawak,ANU 7044,Uncalibrated,Radiocarbon age,2.57,106.0,,,"Krigbaum, J. (2003). Neolithic subsistence patterns in northern Borneo reconstructed with stable carbon isotopes of enamel. Journal of Anthropological Archaeology, 22(3), 292-304.",2.859,2.355
Lubang Angin,Malaysia,Sarawak,CAMS729,Uncalibrated,Radiocarbon age,2.2,120.0,,,"Datan, I., & Bellwood, P. (1991). Recent Research at Gua Sireh (Serian) and Lubang Angin (Gunung Mulu National Park), Sarawak. Indo-Pacific Prehistory, 10, 386–405.",2.675,1.843
Lubang Angin,Malaysia,Sarawak,CAMS728,Uncalibrated,Radiocarbon age,1.96,90.0,,,"Datan, I., & Bellwood, P. (1991). Recent Research at Gua Sireh (Serian) and Lubang Angin (Gunung Mulu National Park), Sarawak. Indo-Pacific Prehistory, 10, 386–405.",2.125,1.636
Lubang Angin,Malaysia,Sarawak,CAMS727,Uncalibrated,Radiocarbon age,1.65,90.0,,,"Datan, I., & Bellwood, P. (1991). Recent Research at Gua Sireh (Serian) and Lubang Angin (Gunung Mulu National Park), Sarawak. Indo-Pacific Prehistory, 10, 386–405.",1.717,1.354
Lubang Angin,Malaysia,Sarawak,ANU7050,Calibrated,Radiocarbon age,,,5.61,80.0,"Datan, I., & Bellwood, P. (1991). Recent Research at Gua Sireh (Serian) and Lubang Angin (Gunung Mulu National Park), Sarawak. Indo-Pacific Prehistory, 10, 386–405.",6.622,6.28
Lubang Angin,Malaysia,Sarawak,ANU7044,Calibrated,Radiocarbon age,,,3.22,100.0,"Datan, I., & Bellwood, P. (1991). Recent Research at Gua Sireh (Serian) and Lubang Angin (Gunung Mulu National Park), Sarawak. Indo-Pacific Prehistory, 10, 386–405.",3.692,3.183
Lubang Angin,Malaysia,Sarawak,CAMS729,Calibrated,Radiocarbon age,,,2.2,120.0,"Datan, I., & Bellwood, P. (1991). Recent Research at Gua Sireh (Serian) and Lubang Angin (Gunung Mulu National Park), Sarawak. Indo-Pacific Prehistory, 10, 386–405.",2.675,1.843
Lubang Angin,Malaysia,Sarawak,CAMS 729,Calibrated,Radiocarbon age,,,2.2,120.0,"Plutniak, S., Oktaviana, A. A., Sugiyanto, B., Chazine, J.-M., & Ricaut5, & F.-X. (2014). New Ceramic Data from East Kalimantan: The cord-marked and red-slipped sherds of Liang Abu’s layer 2 and Kalimantan’s pottery chronology. In Journal of Pacific Archaeology (Vol. 5, Issue 1).",2.675,1.843
Lubang Angin,Malaysia,Sarawak,CAMS728,Calibrated,Radiocarbon age,,,1.96,90.0,"Datan, I., & Bellwood, P. (1991). Recent Research at Gua Sireh (Serian) and Lubang Angin (Gunung Mulu National Park), Sarawak. Indo-Pacific Prehistory, 10, 386–405.",2.125,1.636
Lubang Angin,Malaysia,Sarawak,CAMS 728,Calibrated,Radiocarbon age,,,1.96,90.0,"Plutniak, S., Oktaviana, A. A., Sugiyanto, B., Chazine, J.-M., & Ricaut5, & F.-X. (2014). New Ceramic Data from East Kalimantan: The cord-marked and red-slipped sherds of Liang Abu’s layer 2 and Kalimantan’s pottery chronology. In Journal of Pacific Archaeology (Vol. 5, Issue 1).",2.125,1.636
Lubang Angin,Malaysia,Sarawak,CAMS727,Calibrated,Radiocarbon age,,,1.65,90.0,"Datan, I., & Bellwood, P. (1991). Recent Research at Gua Sireh (Serian) and Lubang Angin (Gunung Mulu National Park), Sarawak. Indo-Pacific Prehistory, 10, 386–405.",1.717,1.354
Lubang Angin,Malaysia,Sarawak,CAMS 727,Calibrated,Radiocarbon age,,,1.65,90.0,"Plutniak, S., Oktaviana, A. A., Sugiyanto, B., Chazine, J.-M., & Ricaut5, & F.-X. (2014). New Ceramic Data from East Kalimantan: The cord-marked and red-slipped sherds of Liang Abu’s layer 2 and Kalimantan’s pottery chronology. In Journal of Pacific Archaeology (Vol. 5, Issue 1).",1.717,1.354
Lubang Jeriji Saleh,Indonesia,Kalimantan Timur,LJS1.3,No_c14,U-series,40.88,84.0,,,"Aubert, M., Setiawan, P., Oktaviana, A.A. et al. Palaeolithic cave art in Borneo. Nature 564, 254–257 (2018). https://doi.org/10.1038/s41586-018-0679-9",,
Lubang Jeriji Saleh,Indonesia,Kalimantan Timur,LJS5.4,No_c14,U-series,37.2,160.0,,,"Aubert, M., Setiawan, P., Oktaviana, A.A. et al. Palaeolithic cave art in Borneo. Nature 564, 254–257 (2018). https://doi.org/10.1038/s41586-018-0679-9",,
Lubang Jeriji Saleh,Indonesia,Kalimantan Timur,LJS6.2,No_c14,U-series,24.1,140.0,,,"Aubert, M., Setiawan, P., Oktaviana, A.A. et al. Palaeolithic cave art in Borneo. Nature 564, 254–257 (2018). https://doi.org/10.1038/s41586-018-0679-9",,
Lubang Jeriji Saleh,Indonesia,Kalimantan Timur,LJS5.1,No_c14,U-series,15.73,62.0,,,"Aubert, M., Setiawan, P., Oktaviana, A.A. et al. Palaeolithic cave art in Borneo. Nature 564, 254–257 (2018). https://doi.org/10.1038/s41586-018-0679-9",,
Lubang Payau,Indonesia,Kalimantan Timur,ANU-11261,Uncalibrated,Radiocarbon age,17.73,250.0,,,"Arifin, K. (2017). Terminal Pleistocene and Early Holocene Human Occupation in the Rainforests of East Kalimantan. In New perspectives in South Asian and Pacific Prehistory.",22.165,20.865
Lubang Payau,Indonesia,Kalimantan Timur,ANU-11260,Uncalibrated,Radiocarbon age,13.1,140.0,,,"Arifin, K. (2017). Terminal Pleistocene and Early Holocene Human Occupation in the Rainforests of East Kalimantan. In New perspectives in South Asian and Pacific Prehistory.",16.123,15.282
Lubang Payau,Indonesia,Kalimantan Timur,ANU-11260,Uncalibrated,Radiocarbon age,13.1,140.0,,,"Arifin, K. (2004a). Analysis of Flora Remains (Chapter 7). In Early Human Occupation of The East Kalimantan Rainforest (The Upper Birang River Region, Berau) (pp. 150–154).; Arifin, K. (2004b). The Excavations (Chapter 5). In Early Human Occupation of the East Kalimantan Rainforest (The Upper Birang Region, Berau) (pp. 76–104).",16.123,15.282
Lubang Payau,Indonesia,Kalimantan Timur,ANU-11152,Uncalibrated,Radiocarbon age,4.61,110.0,,,"Arifin, K. (2017). Terminal Pleistocene and Early Holocene Human Occupation in the Rainforests of East Kalimantan. In New perspectives in South Asian and Pacific Prehistory.",5.584,4.974
Lubang Payau,Indonesia,Kalimantan Timur,ANU-11152,Uncalibrated,Radiocarbon age,4.61,110.0,,,"Arifin, K. (2004a). Analysis of Flora Remains (Chapter 7). In Early Human Occupation of The East Kalimantan Rainforest (The Upper Birang River Region, Berau) (pp. 150–154).; Arifin, K. (2004b). The Excavations (Chapter 5). In Early Human Occupation of the East Kalimantan Rainforest (The Upper Birang Region, Berau) (pp. 76–104).",5.584,4.974
Melanta Tutup,Malaysia,Sabah,Chia1,Uncalibrated,Radiocarbon age,10.208,50.0,,,"Chazine, J. M. (2005). Rock art, burials, and habitations: caves in East Kalimantan. Asian Perspectives, 44(1), 219-230.",12.097,11.647
Melanta Tutup,Malaysia,Sabah,chia4,Uncalibrated,Radiocarbon age,3.33,,,,"Chazine, J. M. (2005). Rock art, burials, and habitations: caves in East Kalimantan. Asian Perspectives, 44(1), 219-230.",3.571,3.491
Melanta Tutup,Malaysia,Sabah,chia5,Uncalibrated,Radiocarbon age,2.93,,,,"Chazine, J. M. (2005). Rock art, burials, and habitations: caves in East Kalimantan. Asian Perspectives, 44(1), 219-230.",3.156,3.003
Melanta Tutup,Malaysia,Sabah,chia6,Uncalibrated,Radiocarbon age,1.44,,,,"Chazine, J. M. (2005). Rock art, burials, and habitations: caves in East Kalimantan. Asian Perspectives, 44(1), 219-230.",1.348,1.306
Melanta Tutup,Malaysia,Sabah,INV-0001,Uncalibrated,Radiocarbon age,1.17,940.0,,,"Shuhaimi, N. H., bin Ramli, Z., Sauman Sabin, Y., & Jusoh, A. (2016). Kaedah analisis keranda kayu balak di Sabah dan pentarikhannya Prehistoric burial practices in Malaysia View project Motif Hiasan gendang gangsa di Malaysia View project. https://www.researchgate.net/publication/305225954",3.49,
Melanta Tutup,Malaysia,Sabah,chia7,Uncalibrated,Radiocarbon age,1.13,,,,"Chazine, J. M. (2005). Rock art, burials, and habitations: caves in East Kalimantan. Asian Perspectives, 44(1), 219-230.",1.063,0.976
Nanga Balang,Indonesia,Kalimantan Barat,Soejono,Uncalibrated,Radiocarbon age,2.95,,,,"Arifin, K. (2004a). Analysis of Flora Remains (Chapter 7). In Early Human Occupation of The East Kalimantan Rainforest (The Upper Birang River Region, Berau) (pp. 150–154).; Arifin, K. (2004b). The Excavations (Chapter 5). In Early Human Occupation of the East Kalimantan Rainforest (The Upper Birang Region, Berau) (pp. 76–104).",3.163,3.071
Nanga Balang,Indonesia,Kalimantan Barat,S-ANU43239,Calibrated,Radiocarbon age,,,2.871,25.0,"Balang, N., Joloi-Vida Kusmartono, M. P., Oktrivia, U., Pervaya Rusianti Kusmartono, V., Oktrivia Balai Arkeologi Kalimantan Selatan, U., Gotong Royong, J. I., & Selatan, K. (2018). Neolithic Occupations on the Southern Slope of the Muller Mountains. Kindai Etam, 4(1).",3.074,2.881
Nanga Balang,Indonesia,Kalimantan Barat,S-ANU43239,Calibrated,Radiocarbon age,,,2.871,25.0,"Balang, N., Joloi-Vida Kusmartono, M. P., Oktrivia, U., Pervaya Rusianti Kusmartono, V., Oktrivia Balai Arkeologi Kalimantan Selatan, U., Gotong Royong, J. I., & Selatan, K. (2018). Neolithic Occupations on the Southern Slope of the Muller Mountains. Kindai Etam, 4(1).",3.074,2.881
PPT,Malaysia,Sarawak,PPT1,Uncalibrated,Radiocarbon age,5.3,,,,"Lloyd-Smith, L. (2013). The west mouth neolithic cemetery, Niah Cave, Sarawak. In Proceedings of the Prehistoric Society (Vol. 79, pp. 105–136). https://doi.org/10.1017/ppr.2013.10",6.18,5.999
PPT,Malaysia,Sarawak,PPT1,Uncalibrated,Radiocarbon age,4.9,,,,"Lloyd-Smith, L. (2013). The west mouth neolithic cemetery, Niah Cave, Sarawak. In Proceedings of the Prehistoric Society (Vol. 79, pp. 105–136). https://doi.org/10.1017/ppr.2013.10",5.654,5.591
Pa'Buda,Malaysia,Sarawak,UBA-9305,Uncalibrated,Radiocarbon age,6.177,23.0,,,"Jones, S. E., Barton, H., Hunt, C. O., Janowski, M., Lloyd-Smith, L., & Barker, G. (2016). The cultural antiquity of rainforests: Human–plant associations during the mid-late Holocene in the interior highlands of Sarawak, Malaysian Borneo. Quaternary International, 416, 80–94. https://doi.org/10.1016/j.quaint.2015.11.024; Jones, S. E., Hunt, C., & Reimer, P. J. (2013). A 2300 yr record of sago and rice use from the southern Kelabit Highlands of Sarawak, Malaysian Borneo. Holocene, 23(5), 708–720. https://doi.org/10.1177/0959683612470180",7.162,6.994
Pa'Buda,Malaysia,Sarawak,"UBA-8130, UBA-9305",Uncalibrated,Radiocarbon age,6.177,23.0,,,"Barker, G., Hunt, C., Barton, H., Gosden, C., Jones, S., Lloyd-Smith, L., Farr, L., Nyirí, B., & O’Donnell, S. (2017). The ‘cultured rainforests’ of Borneo. Quaternary International, 448, 44–61. https://doi.org/10.1016/j.quaint.2016.08.018",7.162,6.994
Pa'Buda,Malaysia,Sarawak,UBA-9305,Uncalibrated,Radiocarbon age,6.177,23.0,,,"Jones, S. E., Barton, H., Hunt, C. O., Janowski, M., Lloyd-Smith, L., & Barker, G. (2016). The cultural antiquity of rainforests: Human–plant associations during the mid-late Holocene in the interior highlands of Sarawak, Malaysian Borneo. Quaternary International, 416, 80–94. https://doi.org/10.1016/j.quaint.2015.11.024; Jones, S. E., Hunt, C., & Reimer, P. J. (2013). A 2300 yr record of sago and rice use from the southern Kelabit Highlands of Sarawak, Malaysian Borneo. Holocene, 23(5), 708–720. https://doi.org/10.1177/0959683612470180",7.162,6.994
Pa'Buda,Malaysia,Sarawak,UBA-8130,Uncalibrated,Radiocarbon age,5.692,43.0,,,"Jones, S. E., Barton, H., Hunt, C. O., Janowski, M., Lloyd-Smith, L., & Barker, G. (2016). The cultural antiquity of rainforests: Human–plant associations during the mid-late Holocene in the interior highlands of Sarawak, Malaysian Borneo. Quaternary International, 416, 80–94. https://doi.org/10.1016/j.quaint.2015.11.024; Jones, S. E., Hunt, C., & Reimer, P. J. (2013). A 2300 yr record of sago and rice use from the southern Kelabit Highlands of Sarawak, Malaysian Borneo. Holocene, 23(5), 708–720. https://doi.org/10.1177/0959683612470180",6.627,6.356
