Height,Date/Time,Date/time end,Time min,dN/dlogDp(92.87),dN/dlogDp(98.89),dN/dlogDp(105.29),dN/dlogDp(112.11),dN/dlogDp(119.38),dN/dlogDp(127.11),dN/dlogDp(135.34),dN/dlogDp(144.11),dN/dlogDp(153.45),dN/dlogDp(163.39),dN/dlogDp(173.97),dN/dlogDp(185.24),dN/dlogDp(197.25),dN/dlogDp(210.03),dN/dlogDp(223.63),dN/dlogDp(238.12),dN/dlogDp(253.55),dN/dlogDp(269.97),dN/dlogDp(287.46),dN/dlogDp(306.08),dN/dlogDp(325.91),dN/dlogDp(347.02),dN/dlogDp(369.51),dN/dlogDp(393.45),dN/dlogDp(418.93),dN/dlogDp(446.08),dN/dlogDp(474.98),dN/dlogDp(505.75),dN/dlogDp(538.51),dN/dlogDp(573.40),dN/dlogDp(610.54),dN/dlogDp(650.09),dN/dlogDp(692.21),dN/dlogDp(737.05),dN/dlogDp(784.80),dN/dlogDp(835.64),dN/dlogDp(889.78),dN/dlogDp(947.42),dN/dlogDp(1008.8),dN/dlogDp(1074.15),dN/dlogDp(1143.74),dN/dlogDp(1217.84),dN/dlogDp(1296.74),dN/dlogDp(1380.74),dN/dlogDp(1470.19),dN/dlogDp(1565.43),dN/dlogDp(1666.85),dN/dlogDp(1774.83),dN/dlogDp(1889.81),dN/dlogDp(2012.24),dN/dlogDp(2142.60),dN/dlogDp(2281.41),dN/dlogDp(2429.21),dN/dlogDp(2586.58),dN/dlogDp(2754.15),dN/dlogDp(2932.57),dN/dlogDp(3122.55),dN/dlogDp(3324.84),dN/dlogDp(3540.24),dN/dlogDp(3769.59),dN/dlogDp(4013.80),dN/dlogDp(4273.82),dN/dlogDp(4550.70),dN/dlogDp(4845.51),Event,Latitude,Longitude,Elevation
7,2018-09-18 20:55:00,2018-09-18T21:55,60,75.26,74.37,68.92,62.2,56.87,50.42,45.69,38.66,32.46,27.82,23.41,20.07,17.28,14.76,13.12,12.01,10.33,8.5,7.23,7.58,4.97,4.55,4.76,4.44,2.65,1.48,1.44,1.49,1.41,1.11,0.92,0.81,0.73,0.22,0.48,0.32,0.3,0.32,0.11,0.09,0.02,0.01,0.06,0.07,0.01,0.02,0.07,0.09,0.03,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-18 21:55:00,2018-09-18T22:55,60,69.65,70.4,67.15,61.69,56.27,50.36,44.47,38.4,32.46,26.53,22.93,19.31,16.67,14.2,12.86,11.63,9.46,8.19,6.78,7.31,4.73,4.05,4.37,4.22,2.34,1.48,1.21,1.31,1.58,1.17,1.02,0.6,0.7,0.37,0.3,0.32,0.14,0.21,0.14,0.02,0.07,0.02,0.04,0.05,0.02,0.04,0.03,0.05,0.05,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-18 22:55:00,2018-09-18T23:55,60,67.83,70.26,67.62,61.0,56.32,49.33,44.5,38.18,32.02,26.82,22.87,19.09,16.47,14.89,12.31,11.19,9.57,8.23,6.58,7.68,4.28,3.98,4.09,4.48,2.18,1.44,1.48,1.43,1.28,1.39,0.75,0.58,0.44,0.4,0.36,0.35,0.32,0.24,0.16,0.04,0.06,0.02,0.02,0.07,0.01,0.01,0.06,0.05,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-18 23:55:00,2018-09-19T00:55,60,65.46,66.81,66.16,59.38,54.22,48.28,42.1,36.71,31.09,27.99,21.9,19.27,16.53,14.54,13.12,11.8,10.72,9.06,7.75,8.02,5.53,5.02,5.11,4.47,2.91,1.53,1.48,1.56,1.56,1.51,0.99,0.78,0.79,0.44,0.29,0.3,0.3,0.3,0.19,0.04,0.09,0.04,0.02,0.04,0.02,0.01,0.06,0.07,0.06,0.04,0.01,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-19 00:55:00,2018-09-19T01:55,60,66.32,67.21,67.04,59.66,52.78,47.28,42.49,37.92,31.59,26.0,22.31,19.58,17.48,15.07,13.84,12.1,10.98,9.53,8.45,8.27,5.71,5.19,5.76,4.95,3.46,1.59,1.58,1.64,1.42,1.02,1.02,0.64,0.63,0.48,0.31,0.38,0.28,0.23,0.09,0.07,0.05,0.06,0.05,0.1,0.01,0.01,0.06,0.02,0.06,0.0,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-19 01:55:00,2018-09-19T02:55,60,65.23,66.35,65.04,57.72,53.97,46.98,42.56,36.7,30.65,26.68,22.21,19.17,17.33,14.55,13.51,12.14,10.14,9.96,7.96,8.43,4.74,4.71,5.29,4.4,2.73,1.68,1.64,1.61,1.34,1.27,1.06,0.99,0.63,0.35,0.41,0.33,0.36,0.36,0.13,0.06,0.04,0.05,0.04,0.01,0.02,0.01,0.05,0.07,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-19 02:55:00,2018-09-19T03:55,60,64.27,66.57,61.99,57.98,52.16,46.98,40.29,35.95,29.95,25.9,20.9,18.83,15.96,14.34,12.8,11.26,9.56,8.26,7.36,7.84,4.89,4.64,4.04,4.68,2.82,1.46,1.48,1.35,1.4,1.12,1.0,0.7,0.52,0.36,0.3,0.36,0.26,0.3,0.1,0.02,0.06,0.05,0.04,0.05,0.03,0.02,0.07,0.02,0.01,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-19 03:55:00,2018-09-19T04:55,60,64.44,65.19,63.86,57.37,52.16,45.59,42.4,34.85,29.45,26.7,21.44,18.48,16.2,12.93,12.02,10.51,9.01,8.53,6.88,7.66,4.85,4.0,4.41,4.25,2.28,1.22,1.27,1.39,1.39,1.02,0.84,0.55,0.47,0.35,0.23,0.25,0.2,0.33,0.12,0.04,0.06,0.01,0.05,0.07,0.02,0.01,0.07,0.04,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-19 04:55:00,2018-09-19T05:55,60,64.24,66.04,63.59,58.39,52.81,48.03,40.66,36.2,29.93,25.94,22.3,18.36,15.2,13.25,12.25,10.63,9.47,8.17,6.45,6.79,4.12,4.04,4.36,3.48,2.15,1.39,1.01,1.32,1.13,1.07,0.78,0.59,0.49,0.31,0.3,0.31,0.16,0.3,0.06,0.05,0.07,0.04,0.03,0.07,0.0,0.02,0.06,0.04,0.05,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-19 05:55:00,2018-09-19T06:55,60,65.33,63.43,62.51,57.69,52.82,46.05,41.26,35.18,30.38,24.84,20.49,18.05,14.86,12.85,11.16,9.74,8.48,7.74,6.56,6.94,3.58,3.39,3.71,3.58,2.13,1.29,1.01,1.09,1.39,1.23,0.79,0.58,0.63,0.4,0.25,0.28,0.23,0.17,0.12,0.04,0.07,0.04,0.01,0.11,0.01,0.06,0.02,0.04,0.0,0.02,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-19 06:55:00,2018-09-19T07:55,60,65.0,63.94,63.58,57.91,51.11,47.21,40.33,34.79,29.75,25.5,20.44,18.08,14.5,13.21,11.15,9.93,8.58,7.74,6.56,6.37,4.19,4.0,3.64,2.99,1.95,0.95,1.45,1.28,1.22,1.01,0.85,0.63,0.51,0.38,0.3,0.28,0.22,0.17,0.14,0.06,0.02,0.02,0.01,0.09,0.01,0.0,0.05,0.05,0.01,0.01,0.01,0.04,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-19 07:55:00,2018-09-19T08:55,60,61.73,65.14,61.35,57.72,51.19,45.04,40.17,33.23,28.29,24.26,20.09,16.77,14.21,11.9,10.57,9.44,7.53,6.4,5.37,5.66,3.52,3.1,3.07,2.68,1.83,1.12,1.06,1.17,1.01,0.82,0.84,0.74,0.43,0.27,0.22,0.29,0.2,0.18,0.18,0.05,0.02,0.04,0.07,0.1,0.01,0.03,0.04,0.04,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-19 08:55:00,2018-09-19T09:55,60,64.06,66.46,63.23,56.54,51.67,45.82,39.71,34.08,28.34,24.04,19.89,16.47,14.19,12.12,10.24,8.96,7.57,6.85,5.3,6.07,3.13,2.99,2.96,3.11,1.75,0.84,0.96,0.9,1.08,0.99,0.84,0.77,0.49,0.35,0.26,0.22,0.18,0.22,0.05,0.02,0.01,0.05,0.01,0.03,0.02,0.0,0.05,0.02,0.01,0.04,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-19 09:55:00,2018-09-19T10:55,60,65.5,66.99,65.52,60.63,53.53,48.88,42.18,36.66,30.78,26.43,21.47,18.62,16.06,12.43,10.48,9.96,9.19,7.74,6.03,5.75,3.77,3.5,3.05,3.22,1.76,1.16,1.28,0.97,0.71,0.9,0.72,0.7,0.43,0.33,0.19,0.26,0.16,0.15,0.12,0.04,0.04,0.06,0.04,0.04,0.01,0.01,0.05,0.05,0.02,0.04,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-19 10:55:00,2018-09-19T11:55,60,69.36,67.14,66.51,61.88,54.22,49.83,44.05,36.63,31.05,26.87,22.23,18.84,15.84,13.57,12.18,10.33,8.37,7.82,6.45,6.66,4.26,3.8,4.03,3.24,1.92,1.23,1.2,1.27,1.05,0.85,0.52,0.46,0.49,0.3,0.32,0.2,0.2,0.37,0.16,0.01,0.04,0.02,0.06,0.05,0.05,0.0,0.06,0.05,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-19 11:55:00,2018-09-19T12:55,60,69.89,72.17,70.41,63.81,57.52,50.59,44.8,39.12,32.37,25.49,22.81,18.56,16.36,14.38,11.9,10.72,9.82,8.66,7.04,6.98,4.29,3.92,4.01,3.74,2.34,1.49,1.27,1.17,1.02,0.81,0.7,0.47,0.33,0.37,0.33,0.3,0.41,0.14,0.17,0.05,0.03,0.0,0.05,0.09,0.06,0.02,0.07,0.01,0.05,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-19 12:55:00,2018-09-19T13:55,60,66.64,68.32,66.36,59.61,54.75,48.51,42.72,35.9,29.83,26.87,21.07,17.88,15.63,12.67,11.97,10.03,8.54,7.4,5.93,6.76,4.06,3.7,3.53,3.74,2.16,1.23,1.22,1.19,0.99,0.87,0.68,0.43,0.47,0.27,0.22,0.21,0.2,0.25,0.15,0.01,0.0,0.06,0.04,0.05,0.02,0.01,0.11,0.06,0.05,0.01,0.01,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-19 13:55:00,2018-09-19T14:55,60,65.67,66.92,63.37,58.28,53.46,46.27,39.8,34.44,27.38,24.72,19.36,17.33,14.47,11.34,10.49,9.24,7.25,6.54,5.26,5.33,3.27,3.08,2.87,2.86,1.42,0.91,1.06,0.86,0.66,0.66,0.63,0.5,0.39,0.17,0.12,0.17,0.16,0.23,0.11,0.06,0.05,0.04,0.01,0.02,0.05,0.04,0.04,0.06,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-19 14:55:00,2018-09-19T15:55,60,68.31,67.85,65.46,60.55,53.49,47.61,41.68,35.9,29.31,26.15,20.79,17.2,15.03,12.47,11.22,9.8,8.36,6.92,5.33,5.97,3.48,3.3,3.21,3.04,1.74,1.12,1.21,0.97,0.83,1.06,0.69,0.52,0.41,0.39,0.25,0.17,0.27,0.24,0.15,0.06,0.04,0.04,0.05,0.04,0.0,0.01,0.04,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-19 15:55:00,2018-09-19T16:55,60,67.04,68.27,66.75,61.06,52.27,47.92,42.87,35.54,31.85,25.36,20.82,17.77,14.71,12.68,11.49,9.66,8.75,6.88,5.81,5.54,3.83,3.67,3.8,3.07,1.83,1.06,1.26,1.02,1.1,0.89,0.59,0.38,0.43,0.26,0.24,0.31,0.27,0.17,0.1,0.05,0.05,0.02,0.04,0.05,0.02,0.01,0.06,0.01,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-19 16:55:00,2018-09-19T17:55,60,67.68,67.32,63.78,59.69,54.01,47.39,42.35,35.55,30.82,24.93,20.69,16.9,14.49,13.0,11.48,9.88,8.09,6.57,5.7,6.05,3.64,3.25,3.22,3.23,1.93,1.02,1.09,1.13,0.91,0.79,0.8,0.39,0.42,0.32,0.31,0.28,0.26,0.27,0.11,0.05,0.06,0.04,0.08,0.04,0.02,0.02,0.07,0.02,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-19 17:55:00,2018-09-19T18:55,60,68.52,68.57,66.02,59.5,53.63,47.81,40.84,36.01,30.85,25.68,20.52,18.05,14.32,12.51,12.05,9.99,8.74,7.2,6.19,6.4,3.83,3.52,3.88,3.62,2.04,1.16,1.21,1.17,1.16,0.99,0.85,0.6,0.58,0.33,0.43,0.2,0.27,0.33,0.11,0.06,0.04,0.04,0.09,0.01,0.08,0.02,0.06,0.04,0.02,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-19 18:55:00,2018-09-19T19:55,60,66.75,67.0,64.98,60.92,53.69,48.51,40.58,35.1,30.07,26.0,20.9,17.29,14.28,12.87,11.53,10.15,8.33,7.48,6.44,5.86,3.82,3.53,3.46,3.39,1.93,1.11,1.01,1.23,1.0,0.9,0.65,0.58,0.38,0.3,0.43,0.32,0.26,0.21,0.14,0.07,0.04,0.05,0.04,0.07,0.01,0.04,0.02,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-19 19:55:00,2018-09-19T20:55,60,65.34,67.4,64.64,59.74,53.21,46.0,42.02,36.24,29.44,24.86,19.95,18.43,15.27,12.46,11.48,8.97,8.43,7.38,5.6,5.96,3.45,3.86,3.37,3.37,1.87,1.18,1.17,1.14,1.07,0.89,0.78,0.64,0.43,0.31,0.29,0.25,0.26,0.21,0.11,0.06,0.05,0.06,0.06,0.05,0.01,0.06,0.1,0.06,0.04,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-19 20:55:00,2018-09-19T21:55,60,66.25,66.53,66.22,60.15,52.96,46.66,41.84,35.94,29.52,24.8,19.82,16.65,14.77,11.92,10.89,9.04,7.85,6.9,5.35,5.5,3.93,3.42,3.63,3.36,1.92,0.97,1.07,1.18,0.95,1.02,0.65,0.75,0.43,0.22,0.4,0.26,0.16,0.22,0.09,0.08,0.01,0.0,0.05,0.05,0.04,0.04,0.05,0.02,0.04,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-19 21:55:00,2018-09-19T22:55,60,62.96,63.35,63.02,58.31,52.64,47.16,40.78,34.77,29.26,24.86,20.43,16.81,14.35,12.18,11.26,8.9,8.01,6.61,5.77,5.82,3.93,3.48,3.69,3.35,1.61,1.12,1.22,1.27,1.15,0.87,0.61,0.59,0.28,0.33,0.36,0.19,0.24,0.16,0.11,0.07,0.02,0.09,0.04,0.07,0.04,0.03,0.12,0.03,0.04,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-19 22:55:00,2018-09-19T23:55,60,64.94,66.91,63.34,59.7,52.8,47.11,40.16,34.94,28.02,25.18,20.06,18.35,14.99,12.19,10.95,9.52,8.22,7.1,6.24,6.2,3.7,3.3,4.1,3.31,1.98,1.03,1.46,1.23,1.18,1.07,0.75,0.54,0.48,0.36,0.33,0.24,0.2,0.25,0.15,0.05,0.06,0.06,0.06,0.04,0.01,0.01,0.09,0.06,0.03,0.04,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-19 23:55:00,2018-09-20T00:55,60,64.39,66.57,63.63,57.69,52.11,46.37,40.66,34.12,28.94,25.33,20.71,17.5,14.59,12.58,11.21,10.23,8.49,7.48,6.15,6.76,4.05,3.41,3.67,3.82,2.44,1.11,1.23,1.06,1.0,1.01,0.59,0.61,0.64,0.37,0.25,0.25,0.28,0.26,0.15,0.07,0.04,0.09,0.06,0.06,0.06,0.05,0.02,0.07,0.01,0.02,0.02,0.02,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-20 00:55:00,2018-09-20T01:55,60,66.08,68.03,67.83,57.68,53.55,47.85,40.29,34.42,28.66,25.03,20.53,18.05,14.94,13.31,11.62,9.24,8.96,7.66,6.1,6.6,4.41,4.38,4.02,3.59,2.29,1.23,1.21,1.26,1.16,1.22,1.14,0.77,0.54,0.41,0.36,0.24,0.19,0.19,0.06,0.08,0.05,0.07,0.05,0.06,0.04,0.04,0.04,0.09,0.06,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-20 01:55:00,2018-09-20T02:55,60,72.0,71.27,70.05,63.56,57.42,49.89,43.54,37.49,31.29,25.68,21.78,19.21,16.67,13.01,12.41,11.58,9.75,8.27,6.68,6.97,4.17,4.2,4.27,3.89,2.35,1.29,1.36,1.34,1.16,1.1,0.74,0.64,0.53,0.43,0.3,0.35,0.27,0.35,0.17,0.12,0.05,0.01,0.02,0.07,0.03,0.05,0.07,0.16,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-20 02:55:00,2018-09-20T03:55,60,76.42,77.28,74.04,65.61,57.21,49.58,43.95,37.14,30.83,27.39,22.03,18.97,16.14,13.71,11.89,11.15,8.72,8.0,7.19,6.49,4.64,3.96,3.95,3.81,2.11,1.35,1.21,1.08,1.31,1.16,0.83,0.53,0.48,0.38,0.3,0.35,0.32,0.27,0.19,0.02,0.01,0.05,0.1,0.06,0.02,0.05,0.06,0.01,0.04,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-20 03:55:00,2018-09-20T04:55,60,101.3,96.38,88.95,76.93,65.06,54.19,46.77,39.57,32.39,27.06,21.66,19.22,15.52,13.58,12.05,10.76,9.21,7.75,6.23,6.35,3.8,3.64,3.7,3.44,2.05,0.97,0.99,1.0,1.24,0.99,0.81,0.51,0.64,0.37,0.41,0.22,0.31,0.32,0.15,0.05,0.04,0.08,0.11,0.11,0.02,0.01,0.05,0.04,0.01,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-20 04:55:00,2018-09-20T05:55,60,89.12,88.2,82.18,70.68,62.8,54.34,45.34,37.27,31.1,26.07,21.96,17.54,16.16,13.48,11.25,10.9,8.65,8.15,6.39,7.12,3.99,3.85,3.37,3.05,1.85,1.01,1.02,1.15,1.07,1.07,0.54,0.68,0.37,0.24,0.3,0.3,0.31,0.19,0.06,0.06,0.05,0.0,0.05,0.09,0.02,0.01,0.02,0.04,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-20 05:55:00,2018-09-20T06:55,60,78.15,78.33,74.07,66.32,60.15,49.0,43.27,35.97,30.4,27.14,21.74,18.28,15.45,12.68,11.81,10.18,8.4,7.85,6.54,6.39,3.99,3.37,3.36,3.25,1.63,0.81,1.16,0.85,1.15,0.85,0.7,0.43,0.41,0.29,0.22,0.24,0.25,0.22,0.06,0.05,0.02,0.01,0.05,0.04,0.04,0.01,0.01,0.05,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-20 06:55:00,2018-09-20T07:55,60,79.48,79.29,75.21,65.41,58.38,50.94,43.91,36.91,30.69,27.25,21.35,17.14,15.22,13.85,11.43,11.13,8.69,7.57,6.79,6.46,4.14,3.36,3.67,3.15,2.04,1.09,1.04,1.06,0.94,0.89,0.62,0.47,0.46,0.32,0.25,0.15,0.25,0.25,0.11,0.06,0.01,0.05,0.04,0.03,0.04,0.02,0.04,0.04,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-20 07:55:00,2018-09-20T08:55,60,75.57,74.98,72.22,63.4,57.69,50.54,43.19,37.04,31.76,25.92,21.8,18.46,16.2,13.52,12.06,10.56,9.45,8.04,6.83,6.55,4.32,3.89,3.71,3.79,2.58,1.2,0.89,0.98,1.12,1.17,0.78,0.68,0.48,0.36,0.24,0.25,0.32,0.38,0.05,0.05,0.01,0.02,0.06,0.09,0.05,0.08,0.1,0.02,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-20 08:55:00,2018-09-20T09:55,60,80.33,80.48,74.75,67.25,59.61,50.87,43.68,39.42,32.19,27.6,22.67,19.58,16.68,13.79,12.48,10.36,8.95,8.12,6.63,6.91,4.51,3.9,3.52,3.53,2.19,1.02,1.13,1.02,1.04,0.89,0.81,0.57,0.48,0.42,0.21,0.22,0.27,0.22,0.11,0.01,0.03,0.04,0.04,0.04,0.04,0.02,0.05,0.04,0.02,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-20 09:55:00,2018-09-20T10:55,60,80.98,83.1,75.98,69.61,60.57,53.51,44.61,39.24,32.82,28.51,23.08,19.9,17.24,14.21,12.81,10.74,9.29,8.13,6.08,6.72,3.85,3.93,3.9,2.94,2.23,1.15,1.11,0.91,0.86,0.79,0.65,0.52,0.25,0.39,0.21,0.17,0.18,0.24,0.12,0.02,0.01,0.02,0.04,0.11,0.03,0.0,0.04,0.09,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-20 10:55:00,2018-09-20T11:55,60,83.26,84.06,78.17,69.9,60.48,54.23,46.17,38.39,34.68,28.72,24.38,20.72,16.11,14.97,13.35,12.17,10.08,8.06,7.05,7.31,4.05,4.41,3.94,3.62,2.32,1.17,1.13,1.19,1.07,1.03,0.57,0.6,0.46,0.33,0.25,0.12,0.21,0.24,0.09,0.04,0.02,0.07,0.01,0.05,0.04,0.04,0.04,0.02,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-20 11:55:00,2018-09-20T12:55,60,92.06,91.09,83.39,73.85,64.66,56.9,49.87,42.66,35.3,30.92,25.5,21.66,17.87,16.35,13.84,12.61,10.98,9.99,7.67,7.88,4.84,4.54,4.63,4.41,2.14,1.31,1.58,1.4,1.21,1.06,0.81,0.67,0.56,0.47,0.32,0.29,0.22,0.34,0.12,0.02,0.05,0.02,0.05,0.04,0.02,0.03,0.06,0.05,0.06,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-20 12:55:00,2018-09-20T13:55,60,102.85,99.1,93.16,78.13,69.86,59.17,50.83,44.14,37.43,31.08,26.51,22.58,20.52,18.73,15.57,14.86,12.79,10.68,8.74,9.99,5.75,5.48,6.03,5.15,2.93,1.92,1.92,1.74,1.64,1.14,1.16,0.7,0.63,0.46,0.47,0.37,0.36,0.37,0.15,0.06,0.06,0.07,0.07,0.09,0.02,0.04,0.02,0.05,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-09-20 13:55:00,2018-09-20T14:55,60,115.96,111.85,102.52,87.37,75.55,63.9,53.65,46.12,39.47,33.2,27.54,24.78,21.31,18.53,16.54,14.98,13.51,11.43,8.96,9.71,6.7,5.86,6.31,5.31,3.24,1.91,1.67,1.74,1.92,1.64,1.1,0.79,0.91,0.49,0.48,0.32,0.29,0.33,0.15,0.07,0.07,0.04,0.06,0.11,0.05,0.01,0.06,0.05,0.02,0.01,0.04,0.02,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
