Height,Date/Time,Date/time end,Time min,dN/dlogDp(92.87),dN/dlogDp(98.89),dN/dlogDp(105.29),dN/dlogDp(112.11),dN/dlogDp(119.38),dN/dlogDp(127.11),dN/dlogDp(135.34),dN/dlogDp(144.11),dN/dlogDp(153.45),dN/dlogDp(163.39),dN/dlogDp(173.97),dN/dlogDp(185.24),dN/dlogDp(197.25),dN/dlogDp(210.03),dN/dlogDp(223.63),dN/dlogDp(238.12),dN/dlogDp(253.55),dN/dlogDp(269.97),dN/dlogDp(287.46),dN/dlogDp(306.08),dN/dlogDp(325.91),dN/dlogDp(347.02),dN/dlogDp(369.51),dN/dlogDp(393.45),dN/dlogDp(418.93),dN/dlogDp(446.08),dN/dlogDp(474.98),dN/dlogDp(505.75),dN/dlogDp(538.51),dN/dlogDp(573.40),dN/dlogDp(610.54),dN/dlogDp(650.09),dN/dlogDp(692.21),dN/dlogDp(737.05),dN/dlogDp(784.80),dN/dlogDp(835.64),dN/dlogDp(889.78),dN/dlogDp(947.42),dN/dlogDp(1008.8),dN/dlogDp(1074.15),dN/dlogDp(1143.74),dN/dlogDp(1217.84),dN/dlogDp(1296.74),dN/dlogDp(1380.74),dN/dlogDp(1470.19),dN/dlogDp(1565.43),dN/dlogDp(1666.85),dN/dlogDp(1774.83),dN/dlogDp(1889.81),dN/dlogDp(2012.24),dN/dlogDp(2142.60),dN/dlogDp(2281.41),dN/dlogDp(2429.21),dN/dlogDp(2586.58),dN/dlogDp(2754.15),dN/dlogDp(2932.57),dN/dlogDp(3122.55),dN/dlogDp(3324.84),dN/dlogDp(3540.24),dN/dlogDp(3769.59),dN/dlogDp(4013.80),dN/dlogDp(4273.82),dN/dlogDp(4550.70),dN/dlogDp(4845.51),Event,Latitude,Longitude,Elevation
7,2018-04-29 17:55:00,2018-04-29T18:55,60,95.45,91.37,83.85,75.34,64.44,54.17,44.08,35.19,28.15,19.37,16.15,12.82,10.79,8.91,7.51,6.73,6.06,4.94,4.23,4.95,3.57,3.62,3.36,2.61,1.54,1.07,0.97,0.63,0.69,0.68,0.54,0.54,0.41,0.23,0.24,0.32,0.26,0.17,0.11,0.0,0.05,0.04,0.02,0.02,0.03,0.02,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-29 18:55:00,2018-04-29T19:55,60,87.63,86.32,81.15,72.29,60.89,53.26,41.78,33.22,26.16,20.31,15.46,12.22,9.87,8.77,7.8,7.19,5.67,5.22,4.7,5.15,3.68,3.58,3.79,3.27,2.08,1.52,1.11,1.11,1.12,0.99,0.74,0.64,0.83,0.75,0.41,0.38,0.43,0.32,0.19,0.06,0.07,0.07,0.13,0.1,0.05,0.06,0.1,0.1,0.07,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-29 19:55:00,2018-04-29T21:00,65,86.36,88.75,82.37,71.98,62.38,49.57,41.73,31.46,24.39,18.37,14.19,10.62,8.14,6.81,5.91,4.6,4.44,3.42,3.3,3.47,2.67,2.39,2.59,2.42,1.68,1.03,1.18,0.96,0.86,0.79,0.8,0.61,0.46,0.58,0.32,0.2,0.27,0.2,0.09,0.04,0.03,0.05,0.0,0.01,0.03,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-29 21:00:00,2018-04-29T22:00,60,82.96,83.19,77.78,69.06,57.75,48.94,36.88,31.35,24.09,16.66,11.62,9.7,7.0,6.19,4.92,4.26,3.66,2.88,2.55,2.78,2.14,2.2,2.39,2.31,1.57,0.93,0.85,0.87,0.77,0.69,0.65,0.65,0.27,0.28,0.32,0.17,0.29,0.17,0.06,0.01,0.0,0.01,0.02,0.0,0.01,0.01,0.01,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-29 22:00:00,2018-04-29T22:55,55,86.51,85.09,81.02,70.05,60.11,52.34,40.2,31.2,23.03,18.04,12.79,8.83,8.5,5.71,5.19,3.89,3.68,3.01,2.71,3.03,2.17,2.15,1.73,2.03,1.43,1.18,0.79,0.68,0.89,0.57,0.7,0.41,0.35,0.35,0.2,0.21,0.19,0.11,0.02,0.02,0.04,0.02,0.01,0.04,0.0,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-29 22:55:00,2018-04-29T23:55,60,83.8,82.95,78.16,69.85,58.16,48.13,39.44,30.42,22.49,17.48,12.32,9.17,6.32,4.98,4.26,4.04,2.98,2.62,2.46,2.36,2.02,1.88,1.8,1.87,1.27,0.87,0.65,0.74,0.59,0.43,0.4,0.42,0.25,0.19,0.15,0.07,0.2,0.18,0.07,0.01,0.01,0.04,0.02,0.0,0.01,0.01,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-29 23:55:00,2018-04-30T00:55,60,78.52,80.61,74.86,66.64,55.41,46.06,38.82,28.05,21.63,16.02,11.37,7.91,6.65,4.63,4.02,3.16,2.72,2.33,2.2,2.23,1.69,1.5,1.45,1.42,0.99,0.53,0.94,0.54,0.52,0.52,0.4,0.42,0.36,0.25,0.2,0.21,0.13,0.18,0.05,0.02,0.01,0.0,0.01,0.02,0.01,0.01,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-30 00:55:00,2018-04-30T01:55,60,80.9,83.79,77.03,69.02,56.83,49.01,38.35,29.38,20.27,14.94,10.99,7.92,6.66,4.71,3.69,2.85,2.8,2.36,2.04,2.01,1.62,1.42,1.79,1.39,1.0,0.58,0.62,0.47,0.3,0.6,0.22,0.3,0.21,0.21,0.3,0.09,0.1,0.12,0.06,0.03,0.03,0.01,0.01,0.01,0.0,0.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-30 01:55:00,2018-04-30T02:55,60,82.85,84.85,79.54,69.35,59.34,49.07,38.83,28.91,21.41,16.27,11.76,8.35,6.67,4.71,4.3,2.9,2.88,2.49,1.65,2.0,1.38,1.45,1.39,1.62,1.14,0.72,0.5,0.48,0.57,0.55,0.48,0.39,0.36,0.19,0.15,0.13,0.2,0.08,0.04,0.02,0.04,0.02,0.0,0.01,0.02,0.02,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-30 02:55:00,2018-04-30T03:55,60,85.63,85.83,83.66,73.42,63.23,51.37,39.55,29.95,22.59,16.66,10.93,8.33,5.47,3.77,3.26,2.59,2.2,1.9,1.57,1.64,1.04,1.32,1.13,1.13,0.7,0.71,0.46,0.41,0.38,0.26,0.25,0.25,0.07,0.1,0.14,0.07,0.07,0.1,0.01,0.0,0.02,0.0,0.05,0.0,0.01,0.01,0.0,0.01,0.04,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-30 03:55:00,2018-04-30T04:55,60,91.85,92.36,85.47,75.89,64.47,52.97,40.63,30.97,23.44,15.55,11.63,7.85,5.45,4.42,3.18,2.82,2.57,1.58,1.5,1.76,1.31,1.05,1.14,1.1,0.65,0.3,0.42,0.35,0.41,0.32,0.19,0.22,0.12,0.12,0.12,0.12,0.07,0.11,0.09,0.02,0.0,0.06,0.0,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-30 04:55:00,2018-04-30T05:55,60,82.89,82.91,81.33,70.57,59.43,48.28,36.83,28.83,20.5,14.83,9.61,6.89,5.35,3.69,2.57,1.98,1.73,1.5,1.19,1.31,1.08,0.87,0.95,1.02,0.47,0.32,0.31,0.25,0.26,0.2,0.3,0.12,0.13,0.06,0.05,0.05,0.04,0.04,0.02,0.0,0.0,0.02,0.0,0.01,0.01,0.0,0.01,0.0,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-30 05:55:00,2018-04-30T06:55,60,74.17,74.77,69.03,61.68,52.34,43.78,34.41,25.85,18.5,13.15,9.6,6.24,4.26,3.0,2.45,2.03,1.48,1.27,1.28,1.07,0.65,0.61,0.69,0.65,0.41,0.28,0.27,0.28,0.17,0.21,0.16,0.12,0.12,0.06,0.07,0.05,0.05,0.04,0.06,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-30 06:55:00,2018-04-30T07:55,60,75.16,78.02,70.84,64.25,53.06,44.84,34.05,26.59,18.68,13.71,9.22,6.13,4.42,2.76,2.41,1.53,1.46,1.11,0.89,0.74,0.57,0.77,0.68,0.85,0.54,0.22,0.16,0.29,0.24,0.14,0.14,0.07,0.11,0.06,0.03,0.04,0.01,0.07,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.04,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-30 07:55:00,2018-04-30T08:55,60,73.26,73.61,71.48,62.1,53.15,42.85,33.73,24.68,18.44,13.34,8.75,5.41,3.96,3.02,2.03,1.72,1.33,0.79,0.53,0.76,0.59,0.51,0.65,0.69,0.47,0.33,0.22,0.21,0.29,0.17,0.16,0.06,0.09,0.01,0.04,0.03,0.02,0.06,0.01,0.02,0.0,0.04,0.0,0.04,0.02,0.01,0.02,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-30 08:55:00,2018-04-30T09:55,60,74.31,73.95,71.12,62.23,54.12,40.45,33.94,24.11,17.39,12.41,8.45,6.38,3.62,3.02,1.92,1.87,1.29,1.03,0.75,0.85,0.36,0.59,0.48,0.75,0.43,0.25,0.14,0.26,0.14,0.2,0.17,0.2,0.09,0.09,0.11,0.06,0.08,0.06,0.02,0.0,0.01,0.0,0.04,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-30 09:55:00,2018-04-30T10:55,60,71.22,72.25,69.39,60.25,52.03,40.34,32.11,23.82,17.91,12.34,8.69,5.63,3.64,2.71,1.98,2.03,1.07,1.19,0.84,0.87,0.54,0.73,0.65,0.76,0.33,0.31,0.11,0.26,0.16,0.18,0.15,0.18,0.16,0.07,0.07,0.04,0.06,0.04,0.01,0.01,0.0,0.01,0.01,0.01,0.02,0.0,0.0,0.02,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-30 10:55:00,2018-04-30T11:55,60,72.48,71.81,68.72,61.24,51.26,40.92,31.43,22.66,17.25,11.91,8.38,5.07,3.74,2.7,2.06,1.4,1.11,0.89,0.8,0.8,0.41,0.57,0.57,0.78,0.37,0.22,0.16,0.21,0.32,0.24,0.23,0.15,0.1,0.08,0.02,0.05,0.01,0.02,0.01,0.0,0.01,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-30 11:55:00,2018-04-30T12:55,60,69.89,73.93,68.3,60.13,51.06,42.01,31.71,22.97,16.3,11.12,7.22,5.47,3.67,2.78,1.69,1.48,1.42,1.05,0.76,0.92,0.49,0.6,0.59,0.59,0.32,0.21,0.21,0.2,0.24,0.13,0.17,0.1,0.11,0.04,0.04,0.06,0.06,0.04,0.01,0.0,0.01,0.0,0.02,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-30 12:55:00,2018-04-30T13:55,60,73.35,76.9,71.49,62.96,50.86,40.94,32.64,23.48,17.17,12.33,7.71,5.53,3.23,2.3,1.86,1.2,1.01,1.01,0.68,0.67,0.48,0.6,0.48,0.42,0.25,0.28,0.3,0.25,0.18,0.18,0.24,0.11,0.05,0.08,0.06,0.04,0.02,0.07,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.04,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-30 13:55:00,2018-04-30T14:55,60,80.27,84.58,82.38,71.23,59.38,49.91,40.1,29.59,22.09,15.73,10.43,6.99,4.93,3.39,2.65,2.13,1.65,1.47,0.96,1.23,0.81,0.57,0.94,0.79,0.38,0.29,0.36,0.34,0.25,0.33,0.17,0.27,0.07,0.04,0.12,0.06,0.09,0.1,0.02,0.02,0.02,0.01,0.02,0.01,0.04,0.02,0.02,0.04,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-30 14:55:00,2018-04-30T15:55,60,86.09,87.18,83.43,73.92,61.01,49.73,41.73,31.24,22.17,17.32,12.36,7.8,4.86,4.12,2.93,2.13,2.07,1.42,1.39,1.43,0.7,0.84,0.84,0.63,0.47,0.36,0.26,0.14,0.32,0.19,0.25,0.2,0.16,0.12,0.08,0.07,0.05,0.06,0.05,0.01,0.01,0.0,0.02,0.0,0.0,0.01,0.04,0.04,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-30 15:55:00,2018-04-30T16:55,60,74.21,75.76,70.96,63.11,51.53,43.79,34.31,25.05,17.83,11.61,9.0,5.85,3.73,2.72,2.49,1.81,1.39,1.07,0.92,1.12,0.49,0.62,0.77,0.85,0.38,0.21,0.27,0.21,0.27,0.07,0.06,0.14,0.11,0.01,0.08,0.05,0.07,0.1,0.01,0.0,0.02,0.0,0.01,0.02,0.0,0.0,0.01,0.02,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-30 16:55:00,2018-04-30T17:55,60,72.72,72.99,70.53,61.28,53.41,42.08,32.88,25.54,17.09,12.61,8.01,5.81,4.07,2.99,2.29,1.61,1.53,1.38,0.91,1.11,0.79,0.64,0.86,0.62,0.36,0.18,0.3,0.28,0.19,0.29,0.22,0.11,0.1,0.06,0.06,0.07,0.09,0.07,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-30 17:55:00,2018-04-30T18:55,60,71.15,73.23,68.97,60.89,50.94,41.69,31.16,24.31,16.36,12.16,8.16,5.81,3.9,2.91,2.13,2.04,1.37,1.28,1.24,1.13,0.67,0.65,0.68,0.62,0.4,0.31,0.4,0.28,0.21,0.19,0.14,0.16,0.17,0.06,0.07,0.04,0.06,0.05,0.01,0.02,0.0,0.01,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-30 18:55:00,2018-04-30T19:55,60,74.0,74.43,68.84,59.51,50.03,39.01,29.3,21.79,16.15,11.95,7.53,5.55,3.62,2.77,1.88,1.76,1.59,1.07,1.17,1.16,0.85,0.68,0.71,0.83,0.49,0.36,0.27,0.21,0.22,0.22,0.12,0.11,0.11,0.1,0.09,0.06,0.02,0.06,0.0,0.01,0.0,0.01,0.01,0.02,0.0,0.01,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-30 19:55:00,2018-04-30T20:55,60,71.19,72.57,67.16,59.3,47.72,38.35,30.09,21.24,14.95,10.63,6.93,5.54,3.81,2.86,2.36,1.79,1.5,1.39,1.0,1.67,0.87,0.95,0.74,0.71,0.83,0.37,0.22,0.27,0.26,0.25,0.22,0.12,0.11,0.08,0.15,0.06,0.06,0.09,0.04,0.05,0.0,0.01,0.01,0.02,0.01,0.01,0.0,0.01,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-30 20:55:00,2018-04-30T21:55,60,64.78,71.05,64.29,57.25,47.92,39.03,29.47,22.64,17.45,11.39,7.73,5.56,3.63,2.69,2.22,1.87,1.97,1.71,1.27,1.56,1.13,1.15,1.18,1.28,0.85,0.47,0.43,0.49,0.49,0.51,0.31,0.21,0.21,0.12,0.1,0.15,0.15,0.19,0.1,0.05,0.01,0.02,0.05,0.03,0.04,0.04,0.06,0.05,0.01,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-30 21:55:00,2018-04-30T22:55,60,66.19,66.01,60.58,51.92,46.12,37.98,27.3,21.54,15.28,10.96,7.29,5.14,3.69,2.98,2.44,1.62,1.58,1.39,1.1,1.53,0.76,0.69,0.65,0.79,0.53,0.36,0.25,0.26,0.31,0.28,0.28,0.14,0.15,0.06,0.05,0.02,0.06,0.07,0.07,0.0,0.01,0.01,0.0,0.02,0.01,0.06,0.07,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-30 22:55:00,2018-04-30T23:55,60,64.71,64.99,59.69,51.67,43.71,36.67,27.88,20.93,14.61,11.3,7.67,5.11,3.84,2.76,2.35,1.91,1.54,1.34,0.89,1.03,0.8,0.65,0.65,0.74,0.48,0.35,0.36,0.24,0.14,0.27,0.17,0.06,0.18,0.09,0.06,0.01,0.06,0.09,0.06,0.01,0.0,0.0,0.02,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-30 23:55:00,2018-05-01T00:55,60,63.64,63.31,57.98,49.99,43.31,34.46,27.63,20.68,15.92,11.68,8.43,6.38,5.09,3.97,3.04,2.3,2.15,1.77,1.43,1.67,0.94,1.02,0.97,0.84,0.49,0.35,0.39,0.37,0.22,0.25,0.21,0.22,0.09,0.1,0.06,0.11,0.04,0.06,0.04,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-05-01 00:55:00,2018-05-01T01:55,60,55.07,54.21,50.05,44.96,38.72,30.94,23.03,18.88,13.97,12.02,8.11,5.88,4.54,4.48,3.52,2.88,2.58,2.29,2.27,2.25,1.14,1.17,1.4,1.39,0.78,0.4,0.44,0.3,0.32,0.43,0.28,0.09,0.15,0.25,0.07,0.06,0.13,0.09,0.07,0.01,0.01,0.0,0.0,0.03,0.03,0.01,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-05-01 01:55:00,2018-05-01T02:55,60,66.56,67.88,65.58,55.51,46.48,37.46,29.34,22.22,16.86,12.21,9.02,6.99,5.27,4.23,2.92,2.87,2.21,2.11,1.76,1.83,0.95,0.96,1.12,0.85,0.51,0.3,0.26,0.13,0.3,0.33,0.27,0.23,0.17,0.08,0.12,0.06,0.04,0.03,0.04,0.02,0.01,0.01,0.03,0.02,0.01,0.01,0.02,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-05-01 02:55:00,2018-05-01T03:55,60,73.31,73.91,72.22,62.52,52.41,41.63,31.84,24.05,17.23,13.74,9.49,7.07,5.29,3.5,3.05,2.56,2.18,1.71,1.71,1.39,1.0,0.74,0.81,0.97,0.43,0.31,0.3,0.25,0.21,0.32,0.16,0.21,0.06,0.09,0.09,0.11,0.06,0.11,0.09,0.02,0.04,0.0,0.0,0.01,0.03,0.02,0.0,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-05-01 03:55:00,2018-05-01T04:55,60,71.91,71.92,67.8,62.84,52.34,42.3,31.49,24.47,17.63,13.32,9.28,6.73,5.25,3.66,2.62,2.68,2.09,1.87,1.59,1.58,0.87,0.73,0.91,0.76,0.57,0.33,0.33,0.33,0.25,0.26,0.27,0.25,0.16,0.1,0.1,0.06,0.1,0.06,0.11,0.06,0.04,0.0,0.04,0.05,0.01,0.0,0.05,0.06,0.02,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-05-01 04:55:00,2018-05-01T05:55,60,69.6,71.57,66.4,60.15,51.38,42.41,32.62,25.76,19.11,14.68,10.0,7.19,5.62,4.32,3.51,3.16,2.43,1.9,1.63,1.9,1.03,1.11,1.05,0.9,0.62,0.3,0.37,0.32,0.32,0.25,0.21,0.16,0.17,0.1,0.12,0.06,0.07,0.1,0.02,0.04,0.0,0.02,0.02,0.01,0.01,0.05,0.02,0.01,0.02,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-05-01 05:55:00,2018-05-01T06:55,60,69.74,69.36,64.18,57.41,48.37,39.24,32.78,24.36,19.27,13.77,10.92,8.36,6.04,4.35,3.85,2.85,3.0,2.19,1.74,1.7,1.24,1.04,0.92,0.99,0.5,0.39,0.31,0.27,0.21,0.47,0.28,0.26,0.09,0.12,0.14,0.09,0.12,0.06,0.09,0.01,0.01,0.01,0.03,0.0,0.01,0.0,0.0,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-05-01 06:55:00,2018-05-01T07:55,60,77.77,76.35,69.28,60.41,51.61,43.4,34.06,27.22,20.2,14.91,11.72,8.47,6.7,5.15,4.49,3.45,2.7,2.71,1.83,2.03,1.18,1.1,1.18,0.96,0.63,0.24,0.23,0.27,0.22,0.2,0.11,0.2,0.15,0.1,0.05,0.07,0.01,0.06,0.02,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-05-01 07:55:00,2018-05-01T08:55,60,79.03,80.6,72.14,61.05,52.53,42.8,34.2,26.94,20.68,14.8,11.6,8.35,6.58,5.64,3.97,3.83,3.42,2.76,1.93,2.43,1.23,1.01,1.33,1.22,0.54,0.47,0.22,0.29,0.24,0.14,0.14,0.11,0.09,0.04,0.04,0.05,0.06,0.06,0.02,0.01,0.0,0.0,0.01,0.01,0.0,0.01,0.02,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-05-01 08:55:00,2018-05-01T09:55,60,79.18,77.54,72.57,62.26,52.58,43.31,34.15,26.97,20.19,14.89,11.73,8.65,6.47,5.44,4.62,3.82,3.28,2.77,2.2,2.38,1.27,1.27,0.94,0.79,0.56,0.37,0.22,0.25,0.26,0.29,0.15,0.17,0.12,0.09,0.05,0.01,0.01,0.02,0.06,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-05-01 09:55:00,2018-05-01T10:55,60,82.4,81.39,75.96,64.07,52.94,46.03,35.59,28.64,20.35,16.09,11.45,8.44,6.42,4.66,4.54,3.9,3.19,2.78,2.3,2.32,1.36,1.3,1.42,1.06,0.73,0.27,0.3,0.32,0.25,0.27,0.14,0.16,0.1,0.06,0.05,0.06,0.01,0.05,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-05-01 10:55:00,2018-05-01T11:55,60,81.39,83.89,75.06,64.87,55.2,45.4,37.59,28.01,21.46,15.99,11.66,8.38,6.83,5.0,4.1,3.56,2.92,2.43,1.97,2.29,1.37,1.16,1.04,0.94,0.6,0.38,0.33,0.21,0.25,0.17,0.3,0.07,0.12,0.09,0.0,0.04,0.05,0.1,0.05,0.02,0.01,0.04,0.01,0.01,0.0,0.0,0.03,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
