Event,Latitude,Longitude,Site,Source,URL ref,δ34S Py,Age,Samp type,Dist shore,Water depth descr,Elevation,Depth sed,SR,CH4,Main lith,CaCO3,TOC,Analyt method,Date/Time
311-U1325,48.645,-126.983,IODP-311-1325,Wang et al. (2008),doi:10.14288/1.0041075,-22.1,,Sediment core,,Slope,-2195.0,80.7,,High,,,,Hand-picked,
311-U1325,48.645,-126.983,IODP-311-1325,Wang et al. (2008),doi:10.14288/1.0041075,-13.0,,Sediment core,,Slope,-2195.0,104.3,,High,,,,Hand-picked,
311-U1325,48.645,-126.983,IODP-311-1325,Wang et al. (2008),doi:10.14288/1.0041075,-18.2,,Sediment core,,Slope,-2195.0,133.5,,High,,,,Hand-picked,
311-U1325,48.645,-126.983,IODP-311-1325,Wang et al. (2008),doi:10.14288/1.0041075,-23.3,,Sediment core,,Slope,-2195.0,127.9,,High,,,,Hand-picked,
311-U1325,48.645,-126.983,IODP-311-1325,Wang et al. (2008),doi:10.14288/1.0041075,-25.5,,Sediment core,,Slope,-2195.0,123.4,,High,,,,Hand-picked,
311-U1325,48.645,-126.983,IODP-311-1325,Wang et al. (2008),doi:10.14288/1.0041075,-27.8,,Sediment core,,Slope,-2195.0,124.2,,High,,,,Hand-picked,
311-U1325,48.645,-126.983,IODP-311-1325,Wang et al. (2008),doi:10.14288/1.0041075,-34.1,,Sediment core,,Slope,-2195.0,122.0,,High,,,,Hand-picked,
311-U1325,48.645,-126.983,IODP-311-1325,Wang et al. (2008),doi:10.14288/1.0041075,-33.8,,Sediment core,,Slope,-2195.0,127.3,,High,,,,Hand-picked,
311-U1325,48.645,-126.983,IODP-311-1325,Wang et al. (2008),doi:10.14288/1.0041075,-16.5,,Sediment core,,Slope,-2195.0,162.6,,High,,,,Hand-picked,
311-U1325,48.645,-126.983,IODP-311-1325,Wang et al. (2008),doi:10.14288/1.0041075,-8.1,,Sediment core,,Slope,-2195.0,131.6,,High,,,,Hand-picked,
311-U1325,48.645,-126.983,IODP-311-1325,Wang et al. (2008),doi:10.14288/1.0041075,23.4,,Sediment core,,Slope,-2195.0,101.8,,High,,,,Hand-picked,
311-U1325,48.645,-126.983,IODP-311-1326,Wang et al. (2008),doi:10.14288/1.0041075,-13.2,,Sediment core,,Slope,-1828.0,18.9,,High,,,,Hand-picked,
311-U1325,48.645,-126.983,IODP-311-1326,Wang et al. (2008),doi:10.14288/1.0041075,11.2,,Sediment core,,Slope,-1828.0,22.2,,High,,,,Hand-picked,
311-U1325,48.645,-126.983,IODP-311-1326,Wang et al. (2008),doi:10.14288/1.0041075,12.9,,Sediment core,,Slope,-1828.0,12.7,,High,,,,Hand-picked,
311-U1325,48.645,-126.983,IODP-311-1326,Wang et al. (2008),doi:10.14288/1.0041075,15.5,,Sediment core,,Slope,-1828.0,14.4,,High,,,,Hand-picked,
311-U1325,48.645,-126.983,IODP-311-1326,Wang et al. (2008),doi:10.14288/1.0041075,-17.9,,Sediment core,,Slope,-1828.0,139.8,,High,,,,Hand-picked,
311-U1325,48.645,-126.983,IODP-311-1326,Wang et al. (2008),doi:10.14288/1.0041075,-15.6,,Sediment core,,Slope,-1828.0,216.0,,High,,,,Hand-picked,
311-U1325,48.645,-126.983,IODP-311-1327,Wang et al. (2008),doi:10.14288/1.0041075,-25.5,,Sediment core,,Slope,-1305.0,16.0,,High,,,,Hand-picked,
311-U1325,48.645,-126.983,IODP-311-1327,Wang et al. (2008),doi:10.14288/1.0041075,-5.2,,Sediment core,,Slope,-1305.0,83.2,,High,,,,Hand-picked,
311-U1325,48.645,-126.983,IODP-311-1327,Wang et al. (2008),doi:10.14288/1.0041075,-11.6,,Sediment core,,Slope,-1305.0,76.4,,High,,,,Hand-picked,
311-U1325,48.645,-126.983,IODP-311-1327,Wang et al. (2008),doi:10.14288/1.0041075,-13.7,,Sediment core,,Slope,-1305.0,74.5,,High,,,,Hand-picked,
311-U1325,48.645,-126.983,IODP-311-1327,Wang et al. (2008),doi:10.14288/1.0041075,-21.6,,Sediment core,,Slope,-1305.0,75.6,,High,,,,Hand-picked,
311-U1325,48.645,-126.983,IODP-311-1327,Wang et al. (2008),doi:10.14288/1.0041075,-23.5,,Sediment core,,Slope,-1305.0,68.0,,High,,,,Hand-picked,
311-U1325,48.645,-126.983,IODP-311-1327,Wang et al. (2008),doi:10.14288/1.0041075,-28.3,,Sediment core,,Slope,-1305.0,71.0,,High,,,,Hand-picked,
311-U1325,48.645,-126.983,IODP-311-1327,Wang et al. (2008),doi:10.14288/1.0041075,-10.3,,Sediment core,,Slope,-1305.0,118.1,,High,,,,Hand-picked,
311-U1325,48.645,-126.983,IODP-311-1327,Wang et al. (2008),doi:10.14288/1.0041075,-9.1,,Sediment core,,Slope,-1305.0,144.4,,High,,,,Hand-picked,
311-U1325,48.645,-126.983,IODP-311-1327,Wang et al. (2008),doi:10.14288/1.0041075,-11.7,,Sediment core,,Slope,-1305.0,211.9,,High,,,,Hand-picked,
311-U1325,48.645,-126.983,IODP-311-1327,Wang et al. (2008),doi:10.14288/1.0041075,-14.7,,Sediment core,,Slope,-1305.0,292.8,,High,,,,Hand-picked,
311-U1325,48.645,-126.983,IODP-311-1327,Wang et al. (2008),doi:10.14288/1.0041075,-15.8,,Sediment core,,Slope,-1305.0,300.0,,High,,,,Hand-picked,
311-U1325,48.645,-126.983,IODP-311-1327,Wang et al. (2008),doi:10.14288/1.0041075,3.9,,Sediment core,,Slope,-1305.0,275.6,,High,,,,Hand-picked,
311-U1325,48.645,-126.983,IODP-311-1327,Wang et al. (2008),doi:10.14288/1.0041075,18.5,,Sediment core,,Slope,-1305.0,155.6,,High,,,,Hand-picked,
311-U1325,48.645,-126.983,IODP-311-1327,Wang et al. (2008),doi:10.14288/1.0041075,7.7,,Sediment core,,Slope,-1305.0,87.3,,High,,,,Hand-picked,
311-U1325,48.645,-126.983,IODP-311-1327,Wang et al. (2008),doi:10.14288/1.0041075,10.4,,Sediment core,,Slope,-1305.0,83.4,,High,,,,Hand-picked,
311-U1325,48.645,-126.983,IODP-311-1327,Wang et al. (2008),doi:10.14288/1.0041075,15.5,,Sediment core,,Slope,-1305.0,78.4,,High,,,,Hand-picked,
311-U1325,48.645,-126.983,IODP-311-1327,Wang et al. (2008),doi:10.14288/1.0041075,22.1,,Sediment core,,Slope,-1305.0,37.2,,High,,,,Hand-picked,
311-U1325,48.645,-126.983,IODP-311-1327,Wang et al. (2008),doi:10.14288/1.0041075,36.0,,Sediment core,,Slope,-1305.0,61.2,,High,,,,Hand-picked,
311-U1325,48.645,-126.983,IODP-311-1327,Wang et al. (2008),doi:10.14288/1.0041075,53.5,,Sediment core,,Slope,-1305.0,93.2,,High,,,,Hand-picked,
311-U1325,48.645,-126.983,IODP-311-1327,Wang et al. (2008),doi:10.14288/1.0041075,3.4,,Sediment core,,Slope,-1305.0,31.4,,High,,,,Hand-picked,
311-U1325,48.645,-126.983,IODP-311-1327,Wang et al. (2008),doi:10.14288/1.0041075,-4.3,,Sediment core,,Slope,-1305.0,159.8,,High,,,,Hand-picked,
311-U1325,48.645,-126.983,IODP-311-1327,Wang et al. (2008),doi:10.14288/1.0041075,-1.1,,Sediment core,,Slope,-1305.0,189.1,,High,,,,Hand-picked,
311-U1328,48.667,-126.851,IODP-311-1328,Wang et al. (2008),doi:10.14288/1.0041075,-35.9,,Sediment core,,Slope,-1268.0,26.1,,High,,,,Hand-picked,
311-U1328,48.667,-126.851,IODP-311-1328,Wang et al. (2008),doi:10.14288/1.0041075,-32.7,,Sediment core,,Slope,-1268.0,54.4,,High,,,,Hand-picked,
311-U1328,48.667,-126.851,IODP-311-1328,Wang et al. (2008),doi:10.14288/1.0041075,-31.7,,Sediment core,,Slope,-1268.0,43.1,,High,,,,Hand-picked,
311-U1328,48.667,-126.851,IODP-311-1328,Wang et al. (2008),doi:10.14288/1.0041075,-30.6,,Sediment core,,Slope,-1268.0,40.2,,High,,,,Hand-picked,
311-U1328,48.667,-126.851,IODP-311-1328,Wang et al. (2008),doi:10.14288/1.0041075,-19.6,,Sediment core,,Slope,-1268.0,103.5,,High,,,,Hand-picked,
311-U1328,48.667,-126.851,IODP-311-1328,Wang et al. (2008),doi:10.14288/1.0041075,-22.4,,Sediment core,,Slope,-1268.0,231.2,,High,,,,Hand-picked,
311-U1328,48.667,-126.851,IODP-311-1328,Wang et al. (2008),doi:10.14288/1.0041075,-9.5,,Sediment core,,Slope,-1268.0,280.9,,High,,,,Hand-picked,
311-U1328,48.667,-126.851,IODP-311-1328,Wang et al. (2008),doi:10.14288/1.0041075,-5.1,,Sediment core,,Slope,-1268.0,294.5,,High,,,,Hand-picked,
311-U1328,48.667,-126.851,IODP-311-1328,Wang et al. (2008),doi:10.14288/1.0041075,-3.9,,Sediment core,,Slope,-1268.0,260.4,,High,,,,Hand-picked,
311-U1328,48.667,-126.851,IODP-311-1328,Wang et al. (2008),doi:10.14288/1.0041075,0.3,,Sediment core,,Slope,-1268.0,281.5,,High,,,,Hand-picked,
311-U1328,48.667,-126.851,IODP-311-1328,Wang et al. (2008),doi:10.14288/1.0041075,0.5,,Sediment core,,Slope,-1268.0,287.3,,High,,,,Hand-picked,
311-U1328,48.667,-126.851,IODP-311-1328,Wang et al. (2008),doi:10.14288/1.0041075,2.8,,Sediment core,,Slope,-1268.0,272.9,,High,,,,Hand-picked,
311-U1328,48.667,-126.851,IODP-311-1328,Wang et al. (2008),doi:10.14288/1.0041075,1.9,,Sediment core,,Slope,-1268.0,247.6,,High,,,,Hand-picked,
311-U1328,48.667,-126.851,IODP-311-1328,Wang et al. (2008),doi:10.14288/1.0041075,0.7,,Sediment core,,Slope,-1268.0,221.8,,High,,,,Hand-picked,
311-U1328,48.667,-126.851,IODP-311-1328,Wang et al. (2008),doi:10.14288/1.0041075,5.3,,Sediment core,,Slope,-1268.0,235.9,,High,,,,Hand-picked,
311-U1328,48.667,-126.851,IODP-311-1328,Wang et al. (2008),doi:10.14288/1.0041075,8.0,,Sediment core,,Slope,-1268.0,227.3,,High,,,,Hand-picked,
311-U1328,48.667,-126.851,IODP-311-1328,Wang et al. (2008),doi:10.14288/1.0041075,7.1,,Sediment core,,Slope,-1268.0,251.1,,High,,,,Hand-picked,
311-U1328,48.667,-126.851,IODP-311-1328,Wang et al. (2008),doi:10.14288/1.0041075,10.1,,Sediment core,,Slope,-1268.0,254.0,,High,,,,Hand-picked,
311-U1328,48.667,-126.851,IODP-311-1328,Wang et al. (2008),doi:10.14288/1.0041075,17.2,,Sediment core,,Slope,-1268.0,245.4,,High,,,,Hand-picked,
311-U1328,48.667,-126.851,IODP-311-1328,Wang et al. (2008),doi:10.14288/1.0041075,17.2,,Sediment core,,Slope,-1268.0,237.6,,High,,,,Hand-picked,
311-U1328,48.667,-126.851,IODP-311-1328,Wang et al. (2008),doi:10.14288/1.0041075,20.1,,Sediment core,,Slope,-1268.0,240.7,,High,,,,Hand-picked,
311-U1328,48.667,-126.851,IODP-311-1328,Wang et al. (2008),doi:10.14288/1.0041075,22.3,,Sediment core,,Slope,-1268.0,266.3,,High,,,,Hand-picked,
311-U1328,48.667,-126.851,IODP-311-1328,Wang et al. (2008),doi:10.14288/1.0041075,24.0,,Sediment core,,Slope,-1268.0,276.2,,High,,,,Hand-picked,
311-U1328,48.667,-126.851,IODP-311-1328,Wang et al. (2008),doi:10.14288/1.0041075,32.3,,Sediment core,,Slope,-1268.0,256.9,,High,,,,Hand-picked,
311-U1328,48.667,-126.851,IODP-311-1328,Wang et al. (2008),doi:10.14288/1.0041075,11.7,,Sediment core,,Slope,-1268.0,201.6,,High,,,,Hand-picked,
311-U1328,48.667,-126.851,IODP-311-1328,Wang et al. (2008),doi:10.14288/1.0041075,-5.8,,Sediment core,,Slope,-1268.0,193.8,,High,,,,Hand-picked,
311-U1328,48.667,-126.851,IODP-311-1328,Wang et al. (2008),doi:10.14288/1.0041075,-7.5,,Sediment core,,Slope,-1268.0,183.4,,High,,,,Hand-picked,
311-U1328,48.667,-126.851,IODP-311-1328,Wang et al. (2008),doi:10.14288/1.0041075,-6.7,,Sediment core,,Slope,-1268.0,162.6,,High,,,,Hand-picked,
311-U1328,48.667,-126.851,IODP-311-1328,Wang et al. (2008),doi:10.14288/1.0041075,-4.3,,Sediment core,,Slope,-1268.0,146.6,,High,,,,Hand-picked,
311-U1328,48.667,-126.851,IODP-311-1328,Wang et al. (2008),doi:10.14288/1.0041075,0.5,,Sediment core,,Slope,-1268.0,150.7,,High,,,,Hand-picked,
311-U1328,48.667,-126.851,IODP-311-1328,Wang et al. (2008),doi:10.14288/1.0041075,15.8,,Sediment core,,Slope,-1268.0,141.5,,High,,,,Hand-picked,
311-U1328,48.667,-126.851,IODP-311-1328,Wang et al. (2008),doi:10.14288/1.0041075,-13.1,,Sediment core,,Slope,-1268.0,45.0,,High,,,,Hand-picked,
311-U1328,48.667,-126.851,IODP-311-1328,Wang et al. (2008),doi:10.14288/1.0041075,13.6,,Sediment core,,Slope,-1268.0,169.2,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,-32.2,,Sediment core,,Slope,-946.0,6.4,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,-31.3,,Sediment core,,Slope,-946.0,26.1,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,-25.1,,Sediment core,,Slope,-946.0,22.2,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,-23.4,,Sediment core,,Slope,-946.0,20.7,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,-22.2,,Sediment core,,Slope,-946.0,16.8,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,-15.4,,Sediment core,,Slope,-946.0,16.8,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,-8.2,,Sediment core,,Slope,-946.0,13.3,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,8.8,,Sediment core,,Slope,-946.0,31.6,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,30.7,,Sediment core,,Slope,-946.0,9.7,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,-29.2,,Sediment core,,Slope,-946.0,0.2,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,-29.0,,Sediment core,,Slope,-946.0,9.7,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,-19.8,,Sediment core,,Slope,-946.0,18.3,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,-16.8,,Sediment core,,Slope,-946.0,28.1,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,-16.4,,Sediment core,,Slope,-946.0,39.8,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,-9.6,,Sediment core,,Slope,-946.0,38.0,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,-4.4,,Sediment core,,Slope,-946.0,30.8,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,-1.1,,Sediment core,,Slope,-946.0,9.0,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,-3.5,,Sediment core,,Slope,-946.0,47.2,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,4.2,,Sediment core,,Slope,-946.0,41.5,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,4.5,,Sediment core,,Slope,-946.0,55.0,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,14.1,,Sediment core,,Slope,-946.0,53.4,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,16.6,,Sediment core,,Slope,-946.0,34.9,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,28.2,,Sediment core,,Slope,-946.0,50.5,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,27.6,,Sediment core,,Slope,-946.0,78.2,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,-28.3,,Sediment core,,Slope,-946.0,45.0,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,-11.2,,Sediment core,,Slope,-946.0,65.9,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,-10.4,,Sediment core,,Slope,-946.0,98.4,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,-7.5,,Sediment core,,Slope,-946.0,119.1,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,-1.5,,Sediment core,,Slope,-946.0,134.7,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,-0.8,,Sediment core,,Slope,-946.0,134.7,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,3.5,,Sediment core,,Slope,-946.0,150.5,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,4.0,,Sediment core,,Slope,-946.0,152.6,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,5.6,,Sediment core,,Slope,-946.0,117.9,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,7.8,,Sediment core,,Slope,-946.0,111.5,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,5.4,,Sediment core,,Slope,-946.0,103.5,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,5.9,,Sediment core,,Slope,-946.0,92.0,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,16.4,,Sediment core,,Slope,-946.0,130.4,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,14.3,,Sediment core,,Slope,-946.0,151.7,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,14.0,,Sediment core,,Slope,-946.0,173.9,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,2.6,,Sediment core,,Slope,-946.0,178.4,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,-19.6,,Sediment core,,Slope,-946.0,170.4,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,-23.3,,Sediment core,,Slope,-946.0,158.9,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,-16.0,,Sediment core,,Slope,-946.0,141.9,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,-35.4,,Sediment core,,Slope,-946.0,128.3,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,-11.8,,Sediment core,,Slope,-946.0,106.8,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,-4.6,,Sediment core,,Slope,-946.0,154.2,,High,,,,Hand-picked,
311-U1329,48.789,-126.678,IODP-311-1329,Wang et al. (2008),doi:10.14288/1.0041075,-0.6,,Sediment core,,Slope,-946.0,186.7,,High,,,,Hand-picked,
KK1804-A27,20.0,114.8,KK1804-A27,Wang et al. (2022),doi:10.1016/j.marpetgeo.2022.105578,-39.3,,Sediment core,,Shelf,,,,High,,,,Hand-picked,
KK1804-A27,20.0,114.8,KK1804-A27,Wang et al. (2022),doi:10.1016/j.marpetgeo.2022.105578,-38.1,,Sediment core,,Shelf,,,,High,,,,Hand-picked,
KK1804-A27,20.0,114.8,KK1804-A27,Wang et al. (2022),doi:10.1016/j.marpetgeo.2022.105578,-37.8,,Sediment core,,Shelf,,,,High,,,,Hand-picked,
KK1804-A27,20.0,114.8,KK1804-A27,Wang et al. (2022),doi:10.1016/j.marpetgeo.2022.105578,-39.8,,Sediment core,,Shelf,,,,High,,,,Hand-picked,
KK1804-A27,20.0,114.8,KK1804-A27,Wang et al. (2022),doi:10.1016/j.marpetgeo.2022.105578,-40.1,,Sediment core,,Shelf,,,,High,,,,Hand-picked,
KK1804-A27,20.0,114.8,KK1804-A27,Wang et al. (2022),doi:10.1016/j.marpetgeo.2022.105578,-38.7,,Sediment core,,Shelf,,,,High,,,,Hand-picked,
KK1804-A27,20.0,114.8,KK1804-A27,Wang et al. (2022),doi:10.1016/j.marpetgeo.2022.105578,-38.6,,Sediment core,,Shelf,,,,High,,,,Hand-picked,
KK1804-A27,20.0,114.8,KK1804-A27,Wang et al. (2022),doi:10.1016/j.marpetgeo.2022.105578,-35.2,,Sediment core,,Shelf,,,,High,,,,Hand-picked,
KK1804-A27,20.0,114.8,KK1804-A27,Wang et al. (2022),doi:10.1016/j.marpetgeo.2022.105578,-37.7,,Sediment core,,Shelf,,,,High,,,,Hand-picked,
KK1804-A27,20.0,114.8,KK1804-A27,Wang et al. (2022),doi:10.1016/j.marpetgeo.2022.105578,-38.1,,Sediment core,,Shelf,,,,High,,,,Hand-picked,
KK1804-A27,20.0,114.8,KK1804-A27,Wang et al. (2022),doi:10.1016/j.marpetgeo.2022.105578,-36.1,,Sediment core,,Shelf,,,,High,,,,Hand-picked,
KK1804-A27,20.0,114.8,KK1804-A27,Wang et al. (2022),doi:10.1016/j.marpetgeo.2022.105578,-30.5,,Sediment core,,Shelf,,,,High,,,,Hand-picked,
KK1804-A27,20.0,114.8,KK1804-A27,Wang et al. (2022),doi:10.1016/j.marpetgeo.2022.105578,-29.5,,Sediment core,,Shelf,,,,High,,,,Hand-picked,
KK1804-A27,20.0,114.8,KK1804-A27,Wang et al. (2022),doi:10.1016/j.marpetgeo.2022.105578,-29.9,,Sediment core,,Shelf,,,,High,,,,Hand-picked,
KK1804-SH1,19.8,115.0,KK1804-SH1,Wang et al. (2022),doi:10.1016/j.marpetgeo.2022.105578,-45.2,,Sediment core,,Slope,,,,High,,,,Hand-picked,
KK1804-SH1,19.8,115.0,KK1804-SH1,Wang et al. (2022),doi:10.1016/j.marpetgeo.2022.105578,-42.0,,Sediment core,,Slope,,,,High,,,,Hand-picked,
KK1804-SH1,19.8,115.0,KK1804-SH1,Wang et al. (2022),doi:10.1016/j.marpetgeo.2022.105578,-36.4,,Sediment core,,Slope,,,,High,,,,Hand-picked,
KK1804-SH1,19.8,115.0,KK1804-SH1,Wang et al. (2022),doi:10.1016/j.marpetgeo.2022.105578,-46.0,,Sediment core,,Slope,,,,High,,,,Hand-picked,
KK1804-SH1,19.8,115.0,KK1804-SH1,Wang et al. (2022),doi:10.1016/j.marpetgeo.2022.105578,-39.4,,Sediment core,,Slope,,,,High,,,,Hand-picked,
KK1804-SH1,19.8,115.0,KK1804-SH1,Wang et al. (2022),doi:10.1016/j.marpetgeo.2022.105578,-38.8,,Sediment core,,Slope,,,,High,,,,Hand-picked,
KK1804-SH1,19.8,115.0,KK1804-SH1,Wang et al. (2022),doi:10.1016/j.marpetgeo.2022.105578,-37.5,,Sediment core,,Slope,,,,High,,,,Hand-picked,
KK1804-SH1,19.8,115.0,KK1804-SH1,Wang et al. (2022),doi:10.1016/j.marpetgeo.2022.105578,-37.7,,Sediment core,,Slope,,,,High,,,,Hand-picked,
KK1804-SH1,19.8,115.0,KK1804-SH1,Wang et al. (2022),doi:10.1016/j.marpetgeo.2022.105578,-38.0,,Sediment core,,Slope,,,,High,,,,Hand-picked,
KK1804-SH1,19.8,115.0,KK1804-SH1,Wang et al. (2022),doi:10.1016/j.marpetgeo.2022.105578,-35.8,,Sediment core,,Slope,,,,High,,,,Hand-picked,
KK1804-SH1,19.8,115.0,KK1804-SH1,Wang et al. (2022),doi:10.1016/j.marpetgeo.2022.105578,-33.3,,Sediment core,,Slope,,,,High,,,,Hand-picked,
KK1804-SH1,19.8,115.0,KK1804-SH1,Wang et al. (2022),doi:10.1016/j.marpetgeo.2022.105578,-31.5,,Sediment core,,Slope,,,,High,,,,Hand-picked,
KK1804-SH1,19.8,115.0,KK1804-SH1,Wang et al. (2022),doi:10.1016/j.marpetgeo.2022.105578,-37.1,,Sediment core,,Slope,,,,High,,,,Hand-picked,
KK1804-SH1,19.8,115.0,KK1804-SH1,Wang et al. (2022),doi:10.1016/j.marpetgeo.2022.105578,-37.3,,Sediment core,,Slope,,,,High,,,,Hand-picked,
KK1804-SH1,19.8,115.0,KK1804-SH1,Wang et al. (2022),doi:10.1016/j.marpetgeo.2022.105578,-32.7,,Sediment core,,Slope,,,,High,,,,Hand-picked,
KK1804-SH1,19.8,115.0,KK1804-SH1,Wang et al. (2022),doi:10.1016/j.marpetgeo.2022.105578,-23.9,,Sediment core,,Slope,,,,High,,,,Hand-picked,
KK1804-SH1,19.8,115.0,KK1804-SH1,Wang et al. (2022),doi:10.1016/j.marpetgeo.2022.105578,-24.7,,Sediment core,,Slope,,,,High,,,,Hand-picked,
KK1804-SH1,19.8,115.0,KK1804-SH1,Wang et al. (2022),doi:10.1016/j.marpetgeo.2022.105578,-28.3,,Sediment core,,Slope,,,,High,,,,Hand-picked,
165-1002,10.7061,-65.1696,ODP-165-1002,Werne et al. (2003),doi:10.1016/S0009-2541(02)00393-5,-32.6,,Sediment core,66.0,Slope,-904.0,,448.0,High,Clay,,,TRS,1996-02-18 00:00:00
165-1002,10.7061,-65.1696,ODP-165-1002,Werne et al. (2003),doi:10.1016/S0009-2541(02)00393-5,-33.2,,Sediment core,66.0,Slope,-904.0,,448.0,High,Clay,,,TRS,1996-02-18 00:00:00
165-1002,10.7061,-65.1696,ODP-165-1002,Werne et al. (2003),doi:10.1016/S0009-2541(02)00393-5,-31.9,,Sediment core,66.0,Slope,-904.0,,448.0,High,Clay,,,TRS,1996-02-18 00:00:00
